,User,Week,freq_week
210,user1042,2022-36,105
211,user1042,2022-37,9
212,user1042,2022-38,9
213,user1042,2022-39,49
214,user1042,2022-42,1
215,user1051,2022-25,13
216,user1051,2022-30,235
217,user1051,2022-31,270
218,user1065,2017-50,13
219,user1065,2018-27,3
220,user1065,2018-28,27
221,user1065,2018-50,5
222,user1065,2018-51,12
223,user1065,2019-00,4
224,user1065,2019-01,3
225,user1065,2019-02,11
226,user1065,2019-03,1
227,user1065,2019-14,28
228,user1065,2019-15,71
229,user1065,2019-16,130
230,user1065,2019-17,48
231,user1065,2019-18,13
232,user1065,2019-19,4
233,user1065,2019-20,3
234,user1065,2019-21,86
235,user1065,2019-22,12
236,user1065,2019-23,10
237,user1065,2019-24,3
238,user1065,2019-25,4
239,user1065,2019-26,14
240,user1065,2019-38,22
241,user1065,2020-07,1
242,user1065,2020-28,2
243,user1065,2020-38,3
244,user1065,2020-46,5
245,user1094,2022-34,6
246,user1094,2022-35,3
247,user1094,2022-36,17
248,user1094,2022-37,1
249,user1094,2022-38,26
250,user1094,2022-39,1
251,user1094,2022-40,1
252,user1094,2022-41,3
253,user1094,2022-47,7
254,user1094,2022-48,9
255,user1094,2023-03,1
256,user1110,2017-16,61
257,user1110,2017-17,50
258,user1110,2017-18,36
259,user1110,2017-21,1
260,user1110,2017-34,78
261,user1110,2017-35,35
262,user1110,2017-39,175
263,user1110,2017-46,28
264,user1110,2017-47,67
265,user1110,2017-48,18
266,user1110,2017-50,5
267,user1110,2017-51,19
268,user1110,2018-01,11
269,user1110,2018-03,1
270,user1110,2018-06,22
271,user1110,2018-07,13
272,user1110,2018-11,6
273,user1110,2018-12,1
274,user1110,2018-13,15
275,user1110,2018-14,32
276,user1110,2018-31,6
277,user1110,2018-32,1
278,user1110,2018-36,6
279,user1110,2018-37,1
280,user1110,2018-47,8
281,user1110,2018-50,7
282,user1110,2018-52,1
283,user1110,2019-00,1
284,user1110,2019-05,1
285,user1110,2019-08,2
286,user1110,2019-20,1
287,user1110,2019-21,1
288,user1110,2019-22,1
289,user1110,2019-29,8
290,user1110,2019-30,11
291,user1110,2019-34,11
292,user1110,2019-38,28
293,user1110,2019-48,11
294,user1110,2020-07,7
295,user1110,2020-08,6
296,user1110,2020-29,11
297,user1110,2020-38,5
298,user1115,2017-16,65
299,user1115,2017-17,237
300,user1115,2017-18,28
301,user1115,2017-46,8
302,user1115,2017-50,18
303,user1115,2018-01,8
304,user1115,2018-06,5
305,user1115,2018-07,4
306,user1115,2019-21,1
307,user1115,2019-34,6
308,user1115,2019-38,3
309,user1115,2019-43,14
310,user1115,2020-27,10
311,user1115,2021-09,3
312,user1115,2022-23,25
313,user1115,2022-24,6
314,user1115,2022-33,1
315,user1115,2022-50,2
316,user1115,2023-01,5
317,user1115,2023-03,3
318,user1115,2023-05,2
319,user1144,2017-16,16
320,user1144,2017-17,98
321,user1144,2017-18,44
322,user1144,2017-19,11
323,user1144,2017-20,11
324,user1144,2017-21,5
325,user1144,2017-22,29
326,user1144,2017-23,4
327,user1144,2017-39,6
328,user1144,2018-05,33
329,user1144,2018-06,6
330,user1144,2018-07,31
331,user1144,2018-09,9
332,user1144,2018-10,3
333,user1144,2018-37,4
334,user1144,2018-38,3
335,user1144,2018-39,3
336,user1144,2018-40,1
337,user1144,2018-42,13
338,user1144,2020-27,45
339,user1144,2020-28,5
340,user1146,2017-16,83
341,user1146,2017-17,54
342,user1146,2017-18,2
343,user1146,2018-44,1
344,user1146,2020-27,8
345,user1149,2017-16,2
346,user1149,2018-06,1
347,user1149,2019-21,9
348,user1149,2019-22,83
349,user1149,2019-23,3
350,user1149,2019-24,1
351,user1149,2019-25,1
352,user1150,2017-16,14
353,user1150,2017-17,14
354,user1150,2017-50,3
355,user1150,2017-51,5
356,user1150,2018-13,1
357,user1150,2019-20,1
358,user1150,2019-21,7
359,user1150,2019-26,1
360,user1150,2019-28,24
361,user1150,2019-30,1
362,user1150,2019-33,1
363,user1150,2019-34,2
364,user1150,2020-27,2
365,user1150,2020-44,54
366,user1150,2020-45,24
367,user1150,2020-46,30
368,user1150,2020-47,22
369,user1150,2020-48,2
370,user1150,2020-49,3
371,user1150,2020-50,46
372,user1150,2020-52,7
373,user1150,2021-01,14
374,user1150,2021-02,5
375,user1150,2021-03,7
376,user1150,2021-04,33
377,user1150,2022-07,3
378,user1157,2017-16,2
379,user1157,2019-43,22
380,user1157,2019-44,13
381,user1157,2019-47,31
382,user1157,2020-37,19
383,user1161,2017-16,3
384,user1161,2017-17,1
385,user1161,2017-18,1
386,user1161,2017-50,3
387,user1161,2017-51,2
388,user1161,2018-02,2
389,user1161,2018-03,3
390,user1161,2018-04,1
391,user1161,2019-21,2
392,user1161,2019-22,1
393,user1161,2019-24,2
394,user1161,2019-25,1
395,user1161,2019-28,1
396,user1161,2020-27,15
397,user1161,2020-28,18
398,user1161,2020-29,12
399,user1161,2020-32,2
400,user1161,2020-33,3
401,user1161,2020-34,11
402,user1161,2020-35,21
403,user1161,2020-36,1
404,user1161,2020-38,8
405,user1161,2020-39,9
406,user1161,2020-40,5
407,user1161,2020-41,1
408,user1161,2020-42,17
409,user1161,2020-43,17
410,user1161,2020-44,5
411,user1161,2020-47,10
412,user1161,2020-50,83
413,user1161,2020-51,34
414,user1161,2020-52,1
415,user1161,2021-01,9
416,user1161,2021-03,14
417,user1161,2021-04,1
418,user1161,2021-05,1
419,user1161,2021-06,7
420,user1161,2021-08,6
421,user1161,2021-09,3
422,user1161,2021-14,3
423,user1161,2021-15,3
424,user1161,2021-16,11
425,user1161,2021-17,1
426,user1161,2021-19,1
427,user1161,2021-22,3
428,user1161,2021-25,1
429,user1161,2021-31,5
430,user1161,2021-34,2
431,user1161,2021-35,1
432,user1161,2021-36,5
433,user1161,2021-37,41
434,user1161,2021-38,8
435,user1161,2021-39,7
436,user1161,2021-40,6
437,user1161,2021-41,17
438,user1161,2021-42,12
439,user1161,2021-43,2
440,user1161,2021-44,24
441,user1161,2021-45,19
442,user1161,2021-46,13
443,user1161,2021-47,12
444,user1161,2021-48,13
445,user1161,2021-49,23
446,user1161,2021-50,27
447,user1161,2021-51,2
448,user1161,2021-52,27
449,user1161,2022-00,8
450,user1161,2022-01,47
451,user1161,2022-02,6
452,user1161,2022-03,11
453,user1161,2022-04,11
454,user1161,2022-05,19
455,user1161,2022-06,12
456,user1161,2022-07,8
457,user1161,2022-08,4
458,user1161,2022-09,58
459,user1161,2022-10,29
460,user1161,2022-11,12
461,user1161,2022-12,20
462,user1161,2022-13,7
463,user1161,2022-14,9
464,user1161,2022-15,36
465,user1161,2022-16,6
466,user1161,2022-17,2
467,user1161,2022-18,4
468,user1161,2022-19,4
469,user1161,2022-20,2
470,user1161,2022-21,11
471,user1161,2022-22,37
472,user1161,2022-23,26
473,user1161,2022-24,43
474,user1161,2022-25,18
475,user1161,2022-26,12
476,user1161,2022-27,9
477,user1161,2022-28,3
478,user1161,2022-29,2
479,user1161,2022-30,9
480,user1161,2022-31,4
481,user1161,2022-32,2
482,user1161,2022-34,1
483,user1161,2022-35,3
484,user1161,2022-36,6
485,user1161,2022-37,13
486,user1161,2022-38,24
487,user1161,2022-39,24
488,user1161,2022-40,38
489,user1161,2022-41,49
490,user1161,2022-42,8
491,user1161,2022-43,20
492,user1161,2022-44,21
493,user1161,2022-45,18
494,user1161,2022-46,19
495,user1161,2022-47,4
496,user1161,2022-50,5
497,user1161,2022-51,6
498,user1161,2022-52,3
499,user1161,2023-01,11
500,user1161,2023-02,9
501,user1161,2023-03,15
502,user1161,2023-04,16
503,user1161,2023-05,37
504,user1161,2023-06,13
505,user1161,2023-07,11
506,user1171,2017-16,9
507,user1171,2017-17,4
508,user1171,2017-18,2
509,user1171,2017-39,31
510,user1171,2017-42,3
511,user1171,2017-43,1
512,user1171,2017-44,1
513,user1171,2017-45,2
514,user1171,2017-46,7
515,user1171,2017-47,3
516,user1171,2017-48,2
517,user1171,2017-49,2
518,user1171,2017-50,4
519,user1171,2017-51,5
520,user1171,2017-52,39
521,user1171,2018-00,57
522,user1171,2018-01,45
523,user1171,2018-02,19
524,user1171,2018-03,4
525,user1171,2018-04,64
526,user1171,2018-05,20
527,user1171,2018-06,38
528,user1171,2018-07,103
529,user1171,2018-08,16
530,user1171,2018-09,8
531,user1171,2018-10,1
532,user1171,2018-11,24
533,user1171,2018-12,1
534,user1171,2018-13,25
535,user1171,2018-14,23
536,user1171,2018-15,1
537,user1171,2018-18,1
538,user1171,2018-20,1
539,user1171,2018-26,1
540,user1171,2018-27,7
541,user1171,2018-28,5
542,user1171,2018-29,1
543,user1171,2018-30,3
544,user1171,2018-31,12
545,user1171,2018-32,86
546,user1171,2018-33,17
547,user1171,2018-34,5
548,user1171,2018-36,1
549,user1171,2018-37,19
550,user1171,2018-38,10
551,user1171,2018-39,1
552,user1171,2018-40,1
553,user1171,2018-42,82
554,user1171,2018-43,55
555,user1171,2018-44,2
556,user1171,2018-45,8
557,user1171,2018-46,17
558,user1171,2018-47,76
559,user1171,2018-48,18
560,user1171,2018-50,17
561,user1171,2018-51,3
562,user1171,2019-01,1
563,user1171,2019-03,139
564,user1171,2019-04,72
565,user1171,2019-05,115
566,user1171,2019-06,13
567,user1171,2019-07,12
568,user1171,2019-08,37
569,user1171,2019-10,12
570,user1171,2019-11,10
571,user1171,2019-13,1
572,user1171,2019-14,185
573,user1171,2019-15,260
574,user1171,2019-16,81
575,user1171,2019-17,121
576,user1171,2019-18,34
577,user1171,2019-19,3
578,user1171,2019-20,20
579,user1171,2019-21,56
580,user1171,2019-22,24
581,user1171,2019-23,1
582,user1171,2019-24,5
583,user1171,2019-25,1
584,user1171,2019-26,7
585,user1171,2019-29,29
586,user1171,2019-30,20
587,user1171,2019-31,13
588,user1171,2019-32,2
589,user1171,2019-33,3
590,user1171,2019-34,45
591,user1171,2019-35,2
592,user1171,2019-38,50
593,user1171,2019-39,3
594,user1171,2019-42,10
595,user1171,2019-43,99
596,user1171,2019-44,6
597,user1171,2019-47,154
598,user1171,2019-48,68
599,user1171,2019-50,7
600,user1171,2020-01,1
601,user1171,2020-07,16
602,user1171,2020-08,60
603,user1171,2020-09,1
604,user1171,2020-10,7
605,user1171,2020-11,53
606,user1171,2020-12,18
607,user1171,2020-15,34
608,user1171,2020-27,84
609,user1171,2020-28,100
610,user1171,2020-29,51
611,user1171,2020-30,36
612,user1171,2020-31,14
613,user1171,2020-32,14
614,user1171,2020-33,8
615,user1171,2020-34,2
616,user1171,2020-38,27
617,user1171,2020-39,11
618,user1171,2020-40,1
619,user1171,2020-44,2
620,user1171,2020-46,5
621,user1171,2021-17,1
622,user1178,2017-16,124
623,user1178,2017-17,6
624,user1181,2017-16,6
625,user1181,2017-17,3
626,user1181,2017-18,6
627,user1181,2017-19,2
628,user1181,2017-34,4
629,user1181,2017-35,20
630,user1181,2017-50,1
631,user1181,2017-51,24
632,user1181,2017-52,30
633,user1181,2018-00,4
634,user1181,2018-03,4
635,user1181,2018-07,9
636,user1181,2020-27,1
637,user1181,2020-38,2
638,user1211,2017-16,5
639,user1211,2017-17,69
640,user1211,2017-39,2
641,user1211,2018-01,4
642,user1211,2018-06,2
643,user1211,2018-19,3
644,user1211,2018-32,1
645,user1211,2018-39,1
646,user1211,2018-43,1
647,user1211,2019-14,2
648,user1211,2019-15,16
649,user1211,2019-22,1
650,user1211,2019-28,1
651,user1211,2019-29,2
652,user1211,2019-30,2
653,user1211,2019-47,1
654,user1211,2020-35,4
655,user1211,2020-38,1
656,user1223,2017-17,19
657,user1223,2017-39,3
658,user1223,2017-43,7
659,user1223,2017-46,5
660,user1223,2017-50,30
661,user1223,2017-51,16
662,user1223,2018-03,2
663,user1223,2018-04,8
664,user1223,2018-05,3
665,user1223,2018-06,2
666,user1223,2018-07,1
667,user1223,2018-11,2
668,user1223,2018-14,1
669,user1223,2018-21,1
670,user1223,2018-42,2
671,user1223,2018-43,2
672,user1223,2019-21,17
673,user1223,2019-22,138
674,user1223,2019-23,78
675,user1223,2019-24,96
676,user1223,2019-25,13
677,user1223,2019-26,25
678,user1223,2019-27,40
679,user1223,2019-28,29
680,user1223,2019-29,10
681,user1223,2019-30,8
682,user1223,2019-34,1
683,user1223,2019-38,8
684,user1223,2019-43,22
685,user1223,2019-44,2
686,user1223,2019-46,6
687,user1223,2019-47,1
688,user1223,2020-07,38
689,user1223,2020-08,5
690,user1223,2020-13,1
691,user1223,2020-27,231
692,user1223,2020-28,197
693,user1223,2020-29,16
694,user1223,2020-30,10
695,user1223,2020-31,1
696,user1223,2020-36,2
697,user1223,2020-42,1
698,user1223,2020-45,1
699,user1223,2020-46,23
700,user1223,2020-48,34
701,user1223,2020-49,1
702,user1223,2020-50,17
703,user1223,2020-51,1
704,user1223,2021-02,3
705,user1223,2021-03,3
706,user1223,2021-10,1
707,user1223,2022-03,2
708,user1223,2022-05,4
709,user1223,2022-19,1
710,user124,2018-01,11
711,user124,2018-02,4
712,user124,2018-06,2
713,user124,2018-09,1
714,user124,2018-11,2
715,user124,2018-50,2
716,user124,2018-51,4
717,user124,2019-01,1
718,user124,2019-02,2
719,user124,2019-03,1
720,user124,2019-04,2
721,user124,2019-05,14
722,user124,2019-06,7
723,user124,2019-07,5
724,user124,2019-08,44
725,user124,2019-09,5
726,user124,2019-11,1
727,user124,2019-14,16
728,user124,2019-15,111
729,user124,2019-16,152
730,user124,2019-17,154
731,user124,2019-18,88
732,user124,2019-19,44
733,user124,2019-20,35
734,user124,2019-21,90
735,user124,2019-22,59
736,user124,2019-23,2
737,user124,2019-25,7
738,user124,2019-26,18
739,user124,2019-27,25
740,user124,2019-28,15
741,user124,2019-29,9
742,user124,2019-30,10
743,user124,2019-31,3
744,user124,2019-33,8
745,user124,2019-34,7
746,user124,2019-36,8
747,user124,2019-37,1
748,user124,2019-38,2
749,user124,2019-39,23
750,user124,2019-40,1
751,user124,2019-43,13
752,user124,2019-44,1
753,user124,2019-47,2
754,user124,2020-06,23
755,user124,2020-07,12
756,user124,2020-08,107
757,user124,2020-09,25
758,user124,2020-10,8
759,user124,2020-11,13
760,user124,2020-12,10
761,user124,2020-13,17
762,user124,2020-14,23
763,user124,2020-15,12
764,user124,2020-16,31
765,user124,2020-17,10
766,user124,2020-18,5
767,user124,2020-19,16
768,user124,2020-20,27
769,user124,2020-21,8
770,user124,2020-22,3
771,user124,2020-25,5
772,user124,2020-26,2
773,user124,2020-27,15
774,user124,2020-28,18
775,user124,2020-29,7
776,user124,2020-30,19
777,user124,2020-31,11
778,user124,2020-32,16
779,user124,2020-33,18
780,user124,2020-34,3
781,user124,2020-35,6
782,user124,2020-36,1
783,user124,2020-37,4
784,user124,2020-38,7
785,user124,2020-41,1
786,user124,2020-48,1
787,user124,2020-49,2
788,user124,2021-07,3
789,user124,2021-10,1
790,user124,2021-11,1
791,user124,2021-12,1
792,user124,2021-14,3
793,user124,2021-40,1
794,user1259,2017-17,111
795,user1259,2017-18,1
796,user1259,2017-19,3
797,user1259,2018-03,1
798,user1259,2018-06,5
799,user1259,2018-14,2
800,user1259,2018-47,4
801,user1259,2018-50,4
802,user1259,2019-47,3
803,user1264,2017-17,54
804,user1264,2019-03,1
805,user1264,2019-17,1
806,user1264,2019-20,1
807,user1264,2019-21,55
808,user1264,2019-22,127
809,user1264,2019-23,47
810,user1264,2019-24,9
811,user1264,2019-26,6
812,user1264,2019-27,22
813,user1264,2019-29,105
814,user1264,2019-30,7
815,user1264,2019-31,3
816,user1264,2019-33,3
817,user1264,2019-35,2
818,user1264,2019-38,15
819,user1264,2019-39,17
820,user1264,2020-27,1
821,user1264,2020-28,1
822,user1264,2020-30,3
823,user1264,2020-35,9
824,user1264,2020-37,1
825,user1264,2020-42,3
826,user1264,2020-44,1
827,user1264,2021-15,1
828,user1264,2022-01,1
829,user1271,2017-17,3
830,user1271,2017-18,4
831,user1271,2017-35,2
832,user1271,2017-39,12
833,user1271,2017-43,2
834,user1271,2017-46,3
835,user1271,2017-47,4
836,user1271,2017-50,2
837,user1271,2017-51,16
838,user1271,2017-52,18
839,user1271,2018-00,5
840,user1271,2018-01,4
841,user1271,2018-04,3
842,user1271,2018-05,23
843,user1271,2018-13,1
844,user1271,2018-14,6
845,user1301,2017-17,1
846,user1301,2018-43,49
847,user1301,2018-44,16
848,user1301,2019-15,4
849,user1301,2019-16,23
850,user1301,2019-17,9
851,user1301,2019-18,3
852,user1301,2019-20,3
853,user1301,2019-22,1
854,user1301,2019-23,39
855,user1301,2019-24,73
856,user1301,2019-25,41
857,user1301,2019-26,10
858,user1301,2020-11,13
859,user1301,2020-12,47
860,user1301,2020-13,37
861,user1301,2020-14,4
862,user1301,2020-27,4
863,user1305,2017-17,20
864,user1305,2019-45,15
865,user1305,2020-08,5
866,user1305,2020-10,19
867,user1305,2020-43,1
868,user1305,2020-44,1
869,user1305,2020-48,18
870,user1305,2020-50,9
871,user1305,2021-00,1
872,user1305,2021-04,3
873,user1305,2021-05,5
874,user1305,2021-07,11
875,user1305,2021-08,1
876,user1305,2021-09,13
877,user131,2017-16,2
878,user131,2017-17,18
879,user131,2017-18,4
880,user131,2017-35,13
881,user131,2017-39,57
882,user131,2017-43,2
883,user131,2017-46,3
884,user131,2017-47,8
885,user131,2017-48,1
886,user131,2017-50,1
887,user131,2017-51,18
888,user131,2017-52,2
889,user131,2018-01,28
890,user131,2018-02,3
891,user131,2018-03,2
892,user131,2018-04,28
893,user131,2018-05,22
894,user131,2018-06,19
895,user131,2018-07,8
896,user131,2018-08,1
897,user131,2018-09,3
898,user131,2018-10,4
899,user131,2018-13,1
900,user131,2018-24,1
901,user131,2018-27,1
902,user131,2018-32,1
903,user131,2018-35,1
904,user131,2018-37,22
905,user131,2018-42,2
906,user131,2018-43,7
907,user131,2018-47,1
908,user131,2019-04,1
909,user131,2019-06,4
910,user131,2019-08,10
911,user131,2019-14,30
912,user131,2019-15,34
913,user131,2019-16,21
914,user131,2019-17,12
915,user131,2019-18,4
916,user131,2019-24,1
917,user131,2019-30,14
918,user131,2019-34,2
919,user131,2019-38,1
920,user131,2019-43,5
921,user131,2019-44,18
922,user131,2019-45,7
923,user131,2019-47,27
924,user131,2019-48,14
925,user131,2020-06,1
926,user131,2020-08,2
927,user131,2020-10,1
928,user131,2020-12,5
929,user131,2020-13,1
930,user131,2020-23,1
931,user131,2020-27,33
932,user131,2020-28,86
933,user131,2020-29,46
934,user131,2020-30,6
935,user131,2020-31,9
936,user131,2020-32,1
937,user131,2020-33,43
938,user131,2020-34,6
939,user131,2020-38,24
940,user131,2020-39,2
941,user131,2020-41,1
942,user131,2020-43,1
943,user131,2020-44,3
944,user131,2020-45,1
945,user131,2020-47,17
946,user131,2020-48,5
947,user131,2020-49,4
948,user131,2020-52,2
949,user131,2021-00,2
950,user131,2021-15,4
951,user131,2021-34,7
952,user131,2021-35,2
953,user131,2021-37,3
954,user131,2021-39,9
955,user131,2022-07,1
956,user131,2022-18,1
957,user131,2022-49,1
958,user131,2023-06,2
959,user1320,2017-17,5
960,user1320,2017-40,8
961,user1320,2017-41,83
962,user1320,2017-42,8
963,user1320,2017-43,2
964,user1320,2017-47,1
965,user1320,2018-32,1
966,user1320,2018-47,1
967,user1320,2018-48,2
968,user1320,2018-49,3
969,user1320,2018-50,22
970,user1320,2019-14,1
971,user1320,2019-16,1
972,user133,2020-06,135
973,user136,2020-06,72
974,user136,2020-07,182
975,user136,2020-08,199
976,user136,2020-09,215
977,user136,2020-10,25
978,user136,2020-11,2
979,user136,2020-12,65
980,user136,2020-13,34
981,user136,2020-15,16
982,user136,2020-16,5
983,user136,2020-17,3
984,user136,2020-19,10
985,user136,2020-20,106
986,user136,2020-23,3
987,user136,2020-26,11
988,user136,2020-27,5
989,user136,2020-28,3
990,user136,2020-29,19
991,user136,2020-31,25
992,user136,2020-34,56
993,user1363,2017-34,1
994,user1363,2017-35,3
995,user1363,2017-50,5
996,user1363,2017-52,37
997,user1363,2017-53,3
998,user1363,2018-00,8
999,user1363,2018-01,11
1000,user1363,2018-03,1
1001,user1363,2018-04,1
1002,user1363,2018-13,7
1003,user1363,2018-14,18
1004,user1363,2018-15,4
1005,user1363,2018-27,3
1006,user1363,2018-43,2
1007,user1363,2018-44,6
1008,user1363,2018-45,1
1009,user1363,2019-08,3
1010,user1363,2019-14,22
1011,user1363,2019-20,2
1012,user1363,2019-21,13
1013,user1363,2019-22,126
1014,user1363,2019-23,45
1015,user1363,2019-24,67
1016,user1363,2019-25,70
1017,user1363,2019-26,20
1018,user1363,2019-47,5
1019,user1363,2020-27,5
1020,user1363,2020-38,3
1021,user1363,2020-39,3
1022,user1363,2020-49,2
1023,user1363,2021-02,1
1024,user1363,2021-39,1
1025,user1366,2017-34,19
1026,user1366,2017-35,32
1027,user1366,2017-36,7
1028,user1366,2017-37,1
1029,user1366,2017-39,33
1030,user1366,2017-40,14
1031,user1366,2017-41,8
1032,user1366,2017-42,9
1033,user1366,2017-43,33
1034,user1366,2017-44,1
1035,user1366,2017-45,4
1036,user1366,2017-46,27
1037,user1366,2017-47,53
1038,user1366,2017-48,6
1039,user1366,2017-49,3
1040,user1366,2017-50,26
1041,user1366,2017-51,38
1042,user1366,2017-52,19
1043,user1366,2018-00,6
1044,user1366,2018-04,1
1045,user1366,2018-14,1
1046,user1366,2018-16,1
1047,user1366,2018-37,1
1048,user1366,2018-43,2
1049,user1366,2019-08,2
1050,user1366,2019-11,1
1051,user1366,2019-15,2
1052,user1366,2019-16,3
1053,user1366,2019-17,1
1054,user1366,2019-18,1
1055,user1366,2019-19,3
1056,user1366,2019-20,1
1057,user1366,2019-21,2
1058,user1366,2019-22,2
1059,user1366,2019-23,5
1060,user1366,2019-24,3
1061,user1366,2019-25,1
1062,user1366,2019-26,2
1063,user1366,2019-27,1
1064,user1366,2019-28,3
1065,user1366,2019-29,2
1066,user1366,2020-27,2
1067,user1366,2020-28,1
1068,user1366,2020-31,1
1069,user1366,2020-33,1
1070,user1366,2020-34,1
1071,user1366,2020-37,1
1072,user1366,2020-38,1
1073,user1366,2020-43,1
1074,user1366,2020-44,3
1075,user1366,2020-46,3
1076,user1366,2020-47,4
1077,user1366,2020-48,1
1078,user1366,2020-49,2
1079,user1366,2020-50,2
1080,user1366,2020-51,3
1081,user1366,2020-52,2
