,User,Month,freq_month
461,user1363,2020-09,6
462,user1363,2020-12,2
463,user1363,2021-01,1
464,user1363,2021-10,1
465,user1366,2017-08,49
466,user1366,2017-09,43
467,user1366,2017-10,64
468,user1366,2017-11,90
469,user1366,2017-12,87
470,user1366,2018-01,7
471,user1366,2018-04,2
472,user1366,2018-09,1
473,user1366,2018-11,2
474,user1366,2019-02,2
475,user1366,2019-03,1
476,user1366,2019-04,6
477,user1366,2019-05,6
478,user1366,2019-06,12
479,user1366,2019-07,8
480,user1366,2020-07,3
481,user1366,2020-08,3
482,user1366,2020-09,2
483,user1366,2020-10,1
484,user1366,2020-11,10
485,user1366,2020-12,10
486,user1366,2021-01,1
487,user1366,2021-02,2
488,user1366,2021-03,4
489,user1366,2021-04,1
490,user1366,2021-06,1
491,user1366,2021-08,1
492,user1366,2021-09,2
493,user1366,2021-10,2
494,user1366,2021-11,2
495,user1366,2022-02,3
496,user1366,2022-03,3
497,user1366,2022-04,4
498,user1366,2022-08,1
499,user1366,2022-09,2
500,user1366,2022-11,1
501,user1366,2023-01,4
502,user1366,2023-02,2
503,user1375,2017-08,6
504,user1375,2017-09,4
505,user1375,2017-11,2
506,user1375,2017-12,21
507,user1375,2018-01,116
508,user1375,2018-02,51
509,user1375,2018-10,2
510,user1375,2019-02,1
511,user1375,2019-08,10
512,user1375,2019-10,1
513,user1375,2019-11,10
514,user1375,2019-12,1
515,user1375,2020-01,8
516,user1375,2020-07,58
517,user1375,2020-09,10
518,user1375,2020-11,46
519,user1375,2020-12,15
520,user1375,2021-02,1
521,user1375,2022-08,1
522,user1380,2017-08,4
523,user1380,2017-12,3
524,user1380,2018-04,11
525,user1380,2019-05,56
526,user1380,2019-06,14
527,user1380,2019-08,4
528,user1380,2020-07,11
529,user1380,2020-09,1
530,user139,2017-08,26
531,user139,2017-09,4
532,user139,2017-12,2
533,user139,2019-03,6
534,user139,2019-04,3
535,user139,2019-05,2
536,user139,2019-06,40
537,user139,2019-10,12
538,user139,2019-11,3
539,user139,2020-02,3
540,user139,2020-07,35
541,user139,2020-09,10
542,user139,2020-10,124
543,user139,2020-11,10
544,user139,2020-12,27
545,user139,2021-01,1
546,user139,2022-06,2
547,user139,2022-09,3
548,user139,2022-12,1
549,user139,2023-01,18
550,user139,2023-02,32
551,user1399,2017-08,113
552,user1425,2017-08,6
553,user1425,2017-09,13
554,user1425,2017-10,1
555,user1425,2019-04,17
556,user1425,2019-05,3
557,user1425,2019-06,25
558,user1425,2019-07,23
559,user1425,2019-08,3
560,user1425,2019-11,2
561,user1441,2017-08,17
562,user1441,2017-09,21
563,user1441,2017-10,15
564,user1441,2017-11,4
565,user1441,2017-12,9
566,user1441,2018-02,14
567,user1441,2018-03,1
568,user1441,2018-04,1
569,user1441,2018-05,2
570,user1441,2018-11,1
571,user1441,2019-09,29
572,user1441,2019-10,9
573,user1441,2020-11,4
574,user1442,2017-08,1
575,user1442,2019-02,2
576,user1442,2019-06,792
577,user1442,2019-07,252
578,user1442,2019-08,7
579,user1442,2019-09,9
580,user1442,2020-08,4
581,user1442,2020-10,1
582,user1442,2020-11,14
583,user1442,2020-12,4
584,user1442,2021-02,35
585,user1442,2021-03,3
586,user1442,2021-08,1
587,user1442,2022-05,1
588,user1442,2022-09,2
589,user145,2017-04,34
590,user145,2017-05,2
591,user145,2017-08,2
592,user145,2017-09,5
593,user145,2017-10,4
594,user145,2017-11,9
595,user145,2017-12,7
596,user145,2018-01,41
597,user145,2018-02,195
598,user145,2018-03,43
599,user145,2018-04,29
600,user145,2018-05,3
601,user145,2018-06,2
602,user145,2018-08,15
603,user145,2018-10,2
604,user145,2018-11,11
605,user145,2018-12,2
606,user145,2019-01,2
607,user145,2019-02,9
608,user145,2019-04,43
609,user145,2019-05,103
610,user145,2019-06,35
611,user145,2019-07,84
612,user145,2019-08,33
613,user145,2019-09,29
614,user145,2019-10,22
615,user145,2019-11,45
616,user145,2019-12,12
617,user145,2020-02,3
618,user145,2020-03,1
619,user145,2020-07,111
620,user145,2020-08,13
621,user145,2020-09,98
622,user145,2020-10,11
623,user145,2020-11,12
624,user145,2020-12,1
625,user145,2021-09,1
626,user145,2022-03,45
627,user145,2022-05,2
628,user1457,2017-08,3
629,user1457,2019-08,2
630,user1457,2019-11,6
631,user1457,2022-03,1
632,user1457,2022-04,35
633,user1457,2022-05,129
634,user1457,2022-06,260
635,user1457,2022-08,18
636,user1457,2022-11,1
637,user1457,2022-12,4
638,user1457,2023-01,14
639,user1457,2023-02,45
640,user146,2017-04,81
641,user146,2017-05,24
642,user146,2017-06,8
643,user146,2017-08,2
644,user146,2017-09,1
645,user146,2017-11,3
646,user146,2017-12,9
647,user146,2018-01,43
648,user146,2018-02,9
649,user146,2018-03,12
650,user146,2018-04,3
651,user146,2018-05,7
652,user146,2018-07,5
653,user146,2018-08,8
654,user146,2018-09,1
655,user146,2018-11,1
656,user146,2018-12,20
657,user146,2019-01,14
658,user146,2019-02,12
659,user146,2019-03,1
660,user146,2019-04,2
661,user146,2019-05,9
662,user146,2019-06,85
663,user146,2019-07,21
664,user146,2019-08,1
665,user146,2019-10,1
666,user146,2019-11,4
667,user146,2020-02,80
668,user146,2020-03,60
669,user146,2020-04,32
670,user146,2020-05,19
671,user146,2020-07,3
672,user146,2020-09,1
673,user146,2020-11,1
674,user146,2020-12,1
675,user146,2021-01,5
676,user146,2021-02,25
677,user146,2021-03,9
678,user146,2021-04,35
679,user146,2021-05,8
680,user146,2021-06,10
681,user146,2021-07,11
682,user146,2021-08,5
683,user146,2021-09,4
684,user146,2021-10,1
685,user1463,2017-08,8
686,user1463,2017-09,1
687,user1463,2018-07,15
688,user1463,2018-08,22
689,user1463,2018-09,10
690,user1463,2018-11,8
691,user1463,2018-12,10
692,user1463,2019-01,3
693,user1463,2019-02,14
694,user1480,2017-09,10
695,user1480,2017-12,1
696,user1480,2019-06,98
697,user1480,2019-07,234
698,user1480,2019-08,22
699,user1480,2020-08,5
700,user1483,2017-09,4
701,user1483,2018-08,75
702,user1483,2019-10,3
703,user1483,2019-11,38
704,user150,2017-04,16
705,user150,2017-10,7
706,user150,2017-11,31
707,user150,2017-12,24
708,user150,2018-01,32
709,user150,2018-02,30
710,user150,2018-03,17
711,user150,2018-04,20
712,user150,2019-04,12
713,user150,2019-06,39
714,user150,2019-07,230
715,user150,2019-09,3
716,user150,2019-10,17
717,user150,2019-11,14
718,user150,2019-12,1
719,user150,2020-02,5
720,user150,2020-07,8
721,user150,2020-08,3
722,user150,2020-09,9
723,user150,2020-10,13
724,user150,2020-11,11
725,user150,2020-12,32
726,user150,2022-05,1
727,user1522,2017-09,55
728,user1522,2017-11,4
729,user1522,2019-06,33
730,user1522,2019-11,1
731,user1522,2019-12,2
732,user1522,2020-10,12
733,user1522,2020-11,3
734,user1525,2017-09,20
735,user1525,2017-12,81
736,user1525,2018-01,21
737,user1525,2018-02,76
738,user1525,2018-03,37
739,user1525,2018-04,26
740,user1525,2018-05,19
741,user1525,2018-07,5
742,user1525,2018-08,4
743,user1525,2018-09,15
744,user1525,2018-10,3
745,user1525,2019-06,5
746,user1525,2020-07,4
747,user1525,2020-09,2
748,user1525,2021-01,5
749,user1525,2021-02,1
750,user1525,2021-05,4
751,user1525,2021-06,3
752,user1525,2022-02,14
753,user1525,2022-03,68
754,user1525,2022-04,43
755,user1525,2022-05,63
756,user1525,2022-06,23
757,user1525,2022-07,1
758,user1525,2022-08,1
759,user1525,2022-10,1
760,user1525,2022-11,15
761,user1525,2022-12,1
762,user1536,2017-09,8
763,user1536,2017-10,3
764,user1536,2018-04,5
765,user1536,2019-04,15
766,user1536,2019-05,1
767,user1536,2019-06,141
768,user1536,2019-07,344
769,user1536,2020-07,9
770,user1556,2017-09,9
771,user1556,2017-10,271
772,user1556,2017-11,24
773,user1556,2017-12,27
774,user156,2020-02,366
775,user156,2020-08,13
776,user156,2020-09,2
777,user156,2020-10,1
778,user156,2020-11,1
779,user156,2020-12,3
780,user156,2021-03,2
781,user156,2021-04,14
782,user156,2021-05,1
783,user156,2021-06,2
784,user156,2021-07,5
785,user156,2021-08,2
786,user156,2021-09,5
787,user156,2021-10,2
788,user159,2017-04,7
789,user159,2017-05,3
790,user159,2017-08,5
791,user159,2017-09,34
792,user159,2017-10,40
793,user159,2017-11,248
794,user159,2017-12,45
795,user159,2018-01,55
796,user159,2018-02,36
797,user159,2018-03,46
798,user159,2018-04,46
799,user159,2018-05,32
800,user159,2018-06,10
801,user159,2018-07,27
802,user159,2018-08,6
803,user159,2018-09,28
804,user159,2018-10,20
805,user159,2018-11,2
806,user159,2018-12,3
807,user159,2019-02,13
808,user159,2019-04,105
809,user159,2019-05,85
810,user159,2019-06,84
811,user159,2019-07,114
812,user159,2019-08,22
813,user159,2019-09,15
814,user159,2019-10,43
815,user159,2019-11,66
816,user159,2019-12,11
817,user159,2020-02,70
818,user159,2020-03,143
819,user159,2020-04,30
820,user159,2020-05,65
821,user159,2020-06,34
822,user159,2020-07,512
823,user159,2020-08,170
824,user159,2020-09,104
825,user159,2020-10,132
826,user159,2020-11,108
827,user159,2020-12,75
828,user159,2021-01,7
829,user159,2021-02,32
830,user159,2021-03,1
831,user159,2021-04,2
832,user159,2021-05,5
833,user159,2021-06,20
834,user159,2021-07,1
835,user159,2022-01,126
836,user159,2022-02,124
837,user159,2022-03,106
838,user159,2022-04,4
839,user159,2022-06,2
840,user159,2022-09,22
841,user159,2023-01,10
842,user159,2023-02,1
843,user1591,2017-09,174
844,user1591,2017-10,69
845,user1591,2017-11,3
846,user1591,2019-04,104
847,user1591,2020-09,5
848,user160,2019-04,291
849,user160,2019-05,33
850,user160,2020-02,17
851,user160,2020-03,1
852,user160,2020-04,7
853,user160,2020-05,5
854,user160,2020-06,9
855,user160,2020-07,16
856,user160,2020-08,4
857,user160,2020-09,3
858,user160,2020-10,9
859,user160,2020-11,3
860,user160,2020-12,2
861,user160,2021-02,1
862,user160,2021-04,2
863,user160,2021-06,1
864,user160,2021-07,1
865,user160,2022-01,1
866,user1618,2017-10,9
867,user1618,2019-06,790
868,user1618,2019-07,321
869,user1618,2019-08,3
870,user1618,2019-10,17
871,user1618,2019-11,23
872,user1618,2019-12,2
873,user1618,2020-09,19
874,user163,2017-04,38
875,user163,2017-05,7
876,user163,2017-06,3
877,user163,2017-09,43
878,user163,2017-10,13
879,user163,2017-11,6
880,user163,2017-12,20
881,user163,2018-01,606
882,user163,2018-02,160
883,user163,2018-03,11
884,user163,2018-04,19
885,user163,2018-05,2
886,user163,2018-06,2
887,user163,2018-07,5
888,user163,2018-08,12
889,user163,2018-09,5
890,user163,2018-10,10
891,user163,2018-11,4
892,user163,2018-12,2
893,user163,2019-01,4
894,user163,2019-04,40
895,user163,2019-05,12
896,user163,2019-06,3
897,user163,2019-07,7
898,user163,2019-08,33
899,user163,2019-09,3
900,user163,2019-10,3
901,user163,2019-11,20
902,user163,2019-12,10
903,user163,2020-02,3
904,user163,2020-03,3
905,user163,2020-04,6
906,user163,2020-06,3
907,user163,2020-07,96
908,user163,2020-08,4
909,user163,2020-09,18
910,user163,2020-11,5
911,user163,2021-05,3
912,user163,2021-09,2
913,user163,2021-11,6
914,user163,2021-12,1
915,user163,2022-01,5
916,user163,2022-02,67
917,user163,2022-03,1
918,user163,2022-09,1
919,user1645,2017-10,3
920,user1645,2017-12,15
921,user1645,2018-01,163
922,user1645,2018-02,179
923,user1645,2018-03,16
924,user1645,2018-04,20
925,user1645,2018-05,12
926,user1645,2020-07,34
927,user1652,2017-10,1
928,user1652,2017-12,32
929,user1652,2018-01,38
930,user1652,2018-02,21
931,user1652,2018-03,3
932,user1652,2018-04,28
933,user1652,2018-05,1
934,user1652,2018-06,4
935,user1652,2018-07,2
936,user1652,2018-08,15
937,user1652,2018-09,16
938,user1652,2018-10,11
939,user1652,2018-11,20
940,user1652,2019-01,4
941,user1652,2019-02,21
942,user1652,2019-03,7
943,user1652,2019-04,49
944,user1652,2019-05,65
945,user1652,2019-06,10
946,user1652,2019-07,8
947,user1652,2019-08,36
948,user1652,2019-09,28
949,user1652,2019-10,6
950,user1652,2019-12,2
951,user1652,2020-02,11
952,user1652,2020-03,15
953,user1652,2020-04,2
954,user1652,2020-05,3
955,user1652,2020-06,3
956,user1652,2020-07,55
957,user1652,2020-08,7
958,user1652,2020-11,4
959,user1676,2017-10,12
960,user1676,2017-12,21
961,user1676,2018-01,186
962,user1676,2018-02,61
963,user1676,2018-03,33
964,user1676,2018-04,8
965,user1676,2019-04,3
966,user1676,2021-05,1
967,user1676,2022-04,2
968,user1699,2017-10,5
969,user1699,2017-11,16
970,user1699,2017-12,127
971,user1699,2018-01,310
972,user1699,2018-02,211
973,user1699,2018-03,69
974,user1699,2018-04,37
975,user1699,2018-05,12
976,user171,2020-02,439
977,user171,2020-03,552
978,user171,2020-04,323
979,user171,2020-05,229
980,user171,2020-06,152
981,user171,2020-07,52
982,user171,2020-08,78
983,user171,2020-09,56
984,user171,2020-10,10
985,user171,2020-11,449
986,user171,2020-12,269
987,user171,2021-01,94
988,user171,2021-02,42
989,user171,2021-03,53
990,user171,2021-04,9
991,user171,2021-06,10
992,user1738,2017-11,2
993,user1738,2017-12,23
994,user1738,2018-01,5
995,user1738,2019-05,1
996,user1738,2019-07,1
997,user1738,2019-08,6
998,user1738,2019-10,9
999,user1738,2019-11,2
1000,user1738,2020-07,61
1001,user1738,2020-09,1
1002,user1738,2020-10,1
1003,user174,2018-11,25
1004,user174,2018-12,6
1005,user174,2019-01,6
1006,user174,2019-02,3
1007,user174,2019-03,4
1008,user174,2020-02,14
1009,user174,2020-03,6
1010,user174,2020-04,39
1011,user174,2020-05,6
1012,user1770,2017-11,72
1013,user1770,2017-12,31
1014,user1770,2018-01,26
1015,user1770,2018-02,6
1016,user1770,2018-04,1
1017,user1770,2018-06,1
1018,user1770,2018-07,12
1019,user1770,2018-08,28
1020,user1770,2018-09,8
1021,user1770,2018-11,1
1022,user1770,2019-05,1
1023,user1770,2019-08,22
1024,user1770,2019-09,6
1025,user1770,2019-10,1
1026,user1770,2019-11,2
1027,user1770,2020-07,35
1028,user1770,2020-09,7
1029,user1770,2020-11,155
1030,user1770,2020-12,59
1031,user1770,2021-01,51
1032,user1770,2022-02,2
1033,user1773,2017-11,44
1034,user1773,2019-07,319
1035,user1773,2019-09,14
1036,user1773,2019-10,13
1037,user1773,2020-07,42
1038,user1773,2020-08,1
1039,user1773,2020-09,33
1040,user1773,2021-01,1
1041,user1773,2022-09,1
1042,user178,2017-09,2
1043,user178,2017-10,9
1044,user178,2017-11,1
1045,user178,2017-12,35
1046,user178,2018-01,5
1047,user178,2018-02,1
1048,user178,2018-03,32
1049,user178,2018-04,19
1050,user178,2018-05,1
1051,user178,2018-09,23
1052,user178,2018-10,5
1053,user178,2018-11,21
1054,user178,2019-02,25
1055,user178,2019-03,45
1056,user178,2019-04,86
1057,user178,2019-05,40
1058,user178,2019-06,34
1059,user178,2019-07,21
1060,user178,2019-08,2
1061,user178,2019-09,1
1062,user178,2019-10,2
1063,user178,2019-11,2
1064,user178,2019-12,8
1065,user178,2020-02,96
1066,user178,2020-03,23
1067,user178,2020-04,9
1068,user178,2020-05,7
1069,user178,2020-06,6
1070,user178,2020-07,36
1071,user178,2020-08,26
1072,user178,2020-09,18
1073,user178,2020-11,147
1074,user178,2020-12,262
1075,user178,2021-01,14
1076,user178,2021-02,15
1077,user178,2021-04,57
1078,user178,2021-08,1
1079,user178,2021-09,15
1080,user1787,2017-11,15
1081,user1787,2017-12,17
1082,user1787,2018-01,49
1083,user1787,2018-02,36
1084,user1787,2018-03,1
1085,user1788,2017-11,1
1086,user1788,2017-12,2
1087,user1788,2018-04,85
1088,user1788,2018-05,2
1089,user179,2020-02,1
1090,user179,2020-03,6
1091,user179,2020-06,9
1092,user179,2020-07,82
1093,user179,2020-08,12
1094,user179,2020-09,4
1095,user179,2020-10,18
1096,user179,2020-11,13
1097,user1792,2017-11,30
