,User,Day,freq_day
72,user1002,2022-06-28,253
73,user1002,2022-06-29,693
74,user1002,2022-06-30,292
75,user1002,2022-07-01,12
76,user1002,2022-07-04,23
77,user1002,2022-07-05,8
78,user1002,2022-07-06,6
79,user1002,2022-07-07,84
80,user1002,2022-07-09,9
81,user1002,2022-07-11,23
82,user1002,2022-07-12,203
83,user1002,2022-07-14,8
84,user1002,2022-07-22,58
85,user1002,2022-07-24,1
86,user1002,2022-07-25,435
87,user1002,2022-07-26,441
88,user1002,2022-07-27,141
89,user1002,2022-07-28,149
90,user1002,2022-07-29,127
91,user1002,2022-07-30,352
92,user1002,2022-07-31,89
93,user1002,2022-08-01,424
94,user1002,2022-08-02,165
95,user1002,2022-08-03,191
96,user1002,2022-08-04,134
97,user1002,2022-08-05,129
98,user1002,2022-08-06,66
99,user1002,2022-08-07,219
100,user1002,2022-08-08,206
101,user1002,2022-08-09,21
102,user1002,2022-08-10,168
103,user1002,2022-08-11,19
104,user1002,2022-08-12,8
105,user1002,2022-08-13,21
106,user1002,2022-08-14,23
107,user1002,2022-08-15,10
108,user1002,2022-08-16,35
109,user1002,2022-08-17,44
110,user1002,2022-08-18,119
111,user1002,2022-08-19,103
112,user1002,2022-08-20,50
113,user1002,2022-08-21,20
114,user1002,2022-08-22,21
115,user1002,2022-08-23,5
116,user1002,2022-08-29,6
117,user1002,2022-11-29,1
118,user1003,2022-06-20,4
119,user1003,2022-06-21,110
120,user1003,2022-06-22,26
121,user1003,2022-06-23,7
122,user1003,2022-06-24,46
123,user1003,2022-06-25,9
124,user1003,2022-06-27,28
125,user1003,2022-06-29,1
126,user1003,2022-07-12,12
127,user1003,2022-07-25,6
128,user1003,2022-07-27,2
129,user1003,2022-07-28,1
130,user1003,2022-07-29,14
131,user1003,2022-07-30,94
132,user1003,2022-07-31,29
133,user1003,2022-08-01,77
134,user1003,2022-08-02,45
135,user1003,2022-08-03,151
136,user1003,2022-08-04,137
137,user1003,2022-08-05,19
138,user1003,2022-08-06,10
139,user1003,2022-08-07,77
140,user1003,2022-08-08,96
141,user1003,2022-08-09,30
142,user1003,2022-08-10,24
143,user1003,2022-08-11,12
144,user1003,2022-08-13,8
145,user1003,2022-08-14,2
146,user1003,2022-08-15,3
147,user1003,2022-08-16,147
148,user1003,2022-08-17,67
149,user1003,2022-08-19,12
150,user1003,2022-08-22,18
151,user1003,2022-08-23,72
152,user1003,2022-08-24,52
153,user1003,2022-08-25,7
154,user1003,2022-08-26,12
155,user1003,2022-08-29,26
156,user1003,2022-08-30,8
157,user1003,2022-08-31,75
158,user1003,2022-09-01,13
159,user1003,2022-09-02,8
160,user1003,2022-09-03,10
161,user1003,2022-09-05,3
162,user1003,2022-09-06,2
163,user1003,2022-09-19,2
164,user1003,2022-09-29,3
165,user1003,2022-10-01,6
166,user1003,2022-11-22,3
167,user1004,2022-06-20,2
168,user1004,2022-06-21,76
169,user1004,2022-06-22,115
170,user1004,2022-06-23,33
171,user1004,2022-06-24,40
172,user1004,2022-06-25,12
173,user1004,2022-06-27,9
174,user1004,2022-06-29,2
175,user1004,2022-06-30,88
176,user1004,2022-07-12,9
177,user1004,2022-07-25,145
178,user1004,2022-07-26,140
179,user1004,2022-07-27,30
180,user1004,2022-07-28,36
181,user1004,2022-07-29,14
182,user1004,2022-07-30,8
183,user1004,2022-07-31,23
184,user1004,2022-08-01,40
185,user1004,2022-08-02,1
186,user1004,2022-08-03,16
187,user1004,2022-08-04,8
188,user1004,2022-08-07,5
189,user1004,2022-08-08,7
190,user1004,2022-08-09,5
191,user1004,2022-08-10,3
192,user1004,2022-08-11,1
193,user1004,2022-08-12,1
194,user1004,2022-08-15,9
195,user1004,2022-08-17,10
196,user1004,2022-08-18,13
197,user1004,2022-08-19,7
198,user1004,2022-08-20,3
199,user1004,2022-08-25,1
200,user1004,2022-08-26,1
201,user1004,2022-08-27,2
202,user1004,2022-08-28,2
203,user1004,2022-08-30,1
204,user1004,2022-09-01,15
205,user1004,2022-09-02,5
206,user1004,2022-09-03,10
207,user1004,2022-09-04,9
208,user1004,2022-09-05,1
209,user1004,2022-09-06,2
210,user1004,2022-09-08,1
211,user1004,2022-09-15,2
212,user1004,2022-09-20,3
213,user1004,2022-09-22,1
214,user1004,2022-09-25,3
215,user1004,2022-10-11,1
216,user1004,2022-10-27,6
217,user1004,2022-11-03,2
218,user1004,2022-11-04,2
219,user1004,2022-11-07,1
220,user1004,2022-11-27,2
221,user1004,2022-12-18,5
222,user1004,2023-01-30,3
223,user1004,2023-02-03,4
224,user1005,2022-06-20,25
225,user1005,2022-06-21,267
226,user1005,2022-06-22,65
227,user1005,2022-06-23,29
228,user1005,2022-06-24,149
229,user1005,2022-06-25,305
230,user1005,2022-06-26,38
231,user1005,2022-06-27,117
232,user1005,2022-06-28,84
233,user1005,2022-06-29,95
234,user1005,2022-06-30,317
235,user1005,2022-07-04,8
236,user1005,2022-07-11,24
237,user1005,2022-07-12,153
238,user1005,2022-07-14,10
239,user1005,2022-07-23,1
240,user1005,2022-07-25,193
241,user1005,2022-07-26,220
242,user1005,2022-07-27,46
243,user1005,2022-07-28,56
244,user1005,2022-07-29,109
245,user1005,2022-07-30,166
246,user1005,2022-07-31,82
247,user1005,2022-08-01,389
248,user1005,2022-08-02,214
249,user1005,2022-08-03,162
250,user1005,2022-08-04,221
251,user1005,2022-08-05,110
252,user1005,2022-08-06,21
253,user1005,2022-08-07,321
254,user1005,2022-08-08,163
255,user1005,2022-08-09,36
256,user1005,2022-08-10,323
257,user1005,2022-08-11,91
258,user1005,2022-08-12,19
259,user1005,2022-08-13,51
260,user1005,2022-08-14,166
261,user1005,2022-08-15,25
262,user1005,2022-08-16,125
263,user1005,2022-08-17,219
264,user1005,2022-08-18,203
265,user1005,2022-08-19,111
266,user1005,2022-08-20,82
267,user1005,2022-08-21,150
268,user1005,2022-08-22,191
269,user1005,2022-08-23,68
270,user1005,2022-08-24,203
271,user1005,2022-08-25,95
272,user1005,2022-08-26,60
273,user1005,2022-08-27,110
274,user1005,2022-08-28,18
275,user1005,2022-08-29,15
276,user1005,2022-08-30,2
277,user1005,2022-08-31,10
278,user1005,2022-09-01,17
279,user1005,2022-09-02,20
280,user1005,2022-09-03,27
281,user1005,2022-09-04,19
282,user1005,2022-09-05,27
283,user1005,2022-09-06,1
284,user1005,2022-09-09,5
285,user1005,2022-09-12,1
286,user1005,2022-09-20,4
287,user1005,2022-09-22,7
288,user1005,2022-10-28,2
289,user1005,2022-11-25,6
290,user1005,2022-11-26,2
291,user1005,2023-01-30,3
292,user1006,2022-06-20,10
293,user1006,2022-06-21,14
294,user1006,2022-06-22,1
295,user1006,2022-06-23,20
296,user1006,2022-06-24,36
297,user1006,2022-07-26,53
298,user1006,2022-07-27,57
299,user1006,2022-07-29,63
300,user1006,2022-07-30,1
301,user1006,2022-08-01,576
302,user1006,2022-08-02,156
303,user1006,2022-08-10,101
304,user1006,2022-08-11,169
305,user1006,2022-08-12,121
306,user1006,2022-08-13,138
307,user1006,2022-08-14,109
308,user1006,2022-08-15,4
309,user1006,2022-08-19,6
310,user1006,2022-08-20,191
311,user1006,2022-08-21,211
312,user1006,2022-08-22,209
313,user1006,2022-08-23,118
314,user1006,2022-08-24,229
315,user1006,2022-08-25,66
316,user1006,2022-08-26,174
317,user1006,2022-08-27,103
318,user1006,2022-08-28,32
319,user1006,2022-08-29,44
320,user1006,2022-08-30,4
321,user1006,2022-08-31,34
322,user1006,2022-09-01,20
323,user1006,2022-09-02,28
324,user1006,2022-09-03,14
325,user1006,2022-09-04,13
326,user1006,2022-09-05,13
327,user1006,2022-09-06,1
328,user1006,2022-09-10,8
329,user1006,2022-09-12,1
330,user1006,2022-09-15,8
331,user1006,2022-09-16,1
332,user1006,2022-09-20,19
333,user1006,2022-09-21,15
334,user1006,2022-09-22,4
335,user1006,2022-09-25,2
336,user1006,2022-09-29,3
337,user1006,2022-10-09,2
338,user1006,2022-10-28,12
339,user1006,2022-11-10,1
340,user1006,2022-11-22,2
341,user1006,2023-01-30,23
342,user1007,2022-06-20,10
343,user1007,2022-06-21,69
344,user1007,2022-06-22,161
345,user1007,2022-06-23,6
346,user1007,2022-06-24,54
347,user1007,2022-06-25,29
348,user1007,2022-06-28,5
349,user1008,2022-06-21,100
350,user1008,2022-06-22,39
351,user1008,2022-06-23,76
352,user1008,2022-06-24,130
353,user1008,2022-06-25,81
354,user1008,2022-06-26,24
355,user1008,2022-06-27,88
356,user1008,2022-06-28,36
357,user1008,2022-06-29,6
358,user1008,2022-06-30,202
359,user1008,2022-07-01,7
360,user1008,2022-07-05,3
361,user1008,2022-07-07,30
362,user1008,2022-07-11,3
363,user1008,2022-07-12,111
364,user1008,2022-07-14,25
365,user1008,2022-07-25,41
366,user1008,2022-07-26,65
367,user1008,2022-07-27,30
368,user1008,2022-07-28,32
369,user1008,2022-07-29,29
370,user1008,2022-07-30,155
371,user1008,2022-07-31,100
372,user1008,2022-08-01,259
373,user1008,2022-08-02,98
374,user1008,2022-08-03,166
375,user1008,2022-08-04,245
376,user1008,2022-08-05,60
377,user1008,2022-08-06,44
378,user1008,2022-08-07,86
379,user1008,2022-08-08,71
380,user1008,2022-08-09,33
381,user1008,2022-08-10,66
382,user1008,2022-08-11,53
383,user1008,2022-08-12,41
384,user1008,2022-08-13,30
385,user1008,2022-08-14,78
386,user1008,2022-08-15,31
387,user1008,2022-08-16,55
388,user1008,2022-08-17,53
389,user1008,2022-08-18,101
390,user1008,2022-08-19,34
391,user1008,2022-08-20,72
392,user1008,2022-08-21,66
393,user1008,2022-08-22,38
394,user1008,2022-08-23,37
395,user1008,2022-08-24,37
396,user1008,2022-08-25,8
397,user1008,2022-08-26,21
398,user1008,2022-08-27,18
399,user1008,2022-08-28,14
400,user1008,2022-08-29,11
401,user1008,2022-08-30,5
402,user1008,2022-08-31,47
403,user1008,2022-09-01,14
404,user1008,2022-09-02,8
405,user1008,2022-09-03,11
406,user1008,2022-09-04,5
407,user1008,2022-09-05,17
408,user1008,2022-09-06,2
409,user1012,2022-06-21,41
410,user1012,2022-06-22,286
411,user1012,2022-06-23,267
412,user1012,2022-06-24,27
413,user1012,2022-06-25,457
414,user1012,2022-06-26,305
415,user1012,2022-06-27,425
416,user1012,2022-06-28,105
417,user1012,2022-06-29,326
418,user1012,2022-06-30,201
419,user1012,2022-07-01,6
420,user1012,2022-07-04,13
421,user1012,2022-07-06,7
422,user1012,2022-07-07,33
423,user1012,2022-07-09,12
424,user1012,2022-07-11,9
425,user1012,2022-07-12,167
426,user1012,2022-07-14,6
427,user1012,2022-07-22,3
428,user1012,2022-07-25,184
429,user1012,2022-07-26,207
430,user1012,2022-07-27,67
431,user1012,2022-07-28,13
432,user1012,2022-07-29,26
433,user1012,2022-07-30,63
434,user1012,2022-07-31,57
435,user1012,2022-08-01,186
436,user1012,2022-08-02,60
437,user1012,2022-08-03,54
438,user1012,2022-08-04,132
439,user1012,2022-08-05,95
440,user1012,2022-08-06,38
441,user1012,2022-08-07,55
442,user1012,2022-08-08,61
443,user1012,2022-08-09,91
444,user1012,2022-08-10,178
445,user1012,2022-08-11,192
446,user1012,2022-08-12,12
447,user1012,2022-08-13,37
448,user1012,2022-08-14,36
449,user1012,2022-08-15,7
450,user1012,2022-08-16,122
451,user1012,2022-08-17,78
452,user1012,2022-08-19,68
453,user1012,2022-08-21,10
454,user1012,2022-08-22,23
455,user1012,2022-08-23,45
456,user1012,2022-08-24,118
457,user1012,2022-08-25,53
458,user1012,2022-08-26,68
459,user1012,2022-08-27,82
460,user1012,2022-08-28,34
461,user1012,2022-08-29,84
462,user1012,2022-08-30,4
463,user1012,2022-08-31,35
464,user1012,2022-09-01,12
465,user1012,2022-09-02,35
466,user1012,2022-09-04,20
467,user1012,2022-09-05,30
468,user1012,2022-09-06,58
469,user1012,2022-09-07,41
470,user1012,2022-09-08,2
471,user1012,2022-09-09,1
472,user1012,2022-09-10,10
473,user1012,2022-09-12,4
474,user1012,2022-09-15,2
475,user1012,2022-09-20,6
476,user1012,2022-09-21,18
477,user1012,2022-09-22,5
478,user1012,2022-09-28,2
479,user1012,2022-09-29,10
480,user1012,2022-10-09,8
481,user1012,2022-10-13,2
482,user1012,2022-10-27,14
483,user1012,2022-10-28,9
484,user1012,2022-11-03,2
485,user1012,2022-11-07,3
486,user1012,2022-11-22,15
487,user1012,2022-11-24,8
488,user1012,2022-11-26,3
489,user1012,2022-11-28,7
490,user1017,2022-06-22,1
491,user1017,2022-06-27,27
492,user1017,2022-06-28,47
493,user1017,2022-06-29,12
494,user1017,2022-06-30,89
495,user1017,2022-07-04,1
496,user1017,2022-07-12,6
497,user1017,2022-07-25,6
498,user1017,2022-07-26,2
499,user1017,2022-07-27,23
500,user1017,2022-07-28,4
501,user1017,2022-07-29,31
502,user1017,2022-07-30,46
503,user1017,2022-07-31,5
504,user1017,2022-08-01,138
505,user1017,2022-08-02,178
506,user1017,2022-08-03,127
507,user1017,2022-08-04,48
508,user1017,2022-08-05,26
509,user1017,2022-08-06,8
510,user1017,2022-08-07,192
511,user1017,2022-08-08,80
512,user1017,2022-08-09,25
513,user1017,2022-08-10,79
514,user1017,2022-08-11,41
515,user1017,2022-08-12,27
516,user1017,2022-08-13,13
517,user1017,2022-08-14,93
518,user1017,2022-08-15,40
519,user1017,2022-08-16,41
520,user1017,2022-08-17,79
521,user1017,2022-08-18,196
522,user1017,2022-08-19,100
523,user1017,2022-08-20,23
524,user1017,2022-08-21,101
525,user1017,2022-08-22,78
526,user1017,2022-08-23,19
527,user1017,2022-08-24,25
528,user1017,2022-08-25,39
529,user1017,2022-08-26,30
530,user1017,2022-08-27,3
531,user1017,2022-08-28,3
532,user1017,2022-08-29,14
533,user1017,2022-08-31,5
534,user1017,2022-09-01,6
535,user1017,2022-09-02,24
536,user1017,2022-09-03,11
537,user1017,2022-09-04,10
538,user1017,2022-09-05,3
539,user1017,2022-09-06,6
540,user1017,2022-09-07,5
541,user1017,2022-09-09,4
542,user1017,2022-09-10,6
543,user1017,2022-09-11,8
544,user1017,2022-09-12,2
545,user1017,2022-09-16,3
546,user1017,2022-09-20,3
547,user1017,2022-09-22,1
548,user1017,2022-09-25,3
549,user1017,2022-10-03,1
550,user1017,2022-11-07,9
551,user1017,2022-11-09,2
552,user1017,2022-11-22,4
553,user1017,2022-11-24,1
554,user1017,2022-11-26,1
555,user1017,2023-01-30,4
556,user1031,2022-07-11,1
557,user1031,2022-07-12,3
558,user1031,2022-07-14,3
559,user1031,2022-07-15,1
560,user1031,2022-07-29,6
561,user1031,2022-08-03,2
562,user1031,2022-08-05,2
563,user1031,2022-08-06,6
564,user1031,2022-08-07,10
565,user1031,2022-08-10,7
566,user1031,2022-08-11,88
567,user1031,2022-08-12,3
568,user1031,2022-08-13,6
569,user1031,2022-08-14,2
570,user1031,2022-08-15,5
571,user1031,2022-08-18,1
572,user1031,2022-08-20,11
573,user1031,2022-08-21,63
574,user1031,2022-08-22,14
575,user1031,2022-08-23,3
576,user1031,2022-08-24,34
577,user1031,2022-08-26,10
578,user1031,2022-08-27,6
579,user1031,2022-08-28,3
580,user1031,2022-08-29,1
581,user1031,2022-08-30,5
582,user1031,2022-08-31,7
583,user1031,2022-09-03,5
584,user1031,2022-09-04,3
585,user1031,2022-09-05,3
586,user1031,2022-09-06,1
587,user1031,2022-09-08,1
588,user1031,2022-09-09,1
589,user1031,2022-09-25,4
590,user1031,2022-10-01,1
591,user1031,2022-11-07,1
592,user1031,2022-11-22,1
593,user1031,2022-11-27,1
594,user1031,2023-01-30,7
595,user1031,2023-01-31,3
596,user1034,2022-07-25,284
597,user1034,2022-07-26,70
598,user1034,2022-07-27,47
599,user1034,2022-07-28,113
600,user1034,2022-07-29,94
601,user1034,2022-07-30,288
602,user1034,2022-07-31,236
603,user1034,2022-08-01,252
604,user1034,2022-08-02,236
605,user1034,2022-08-03,158
606,user1034,2022-08-04,250
607,user1034,2022-08-05,236
608,user1034,2022-08-06,153
609,user1034,2022-08-07,368
610,user1034,2022-08-08,130
611,user1034,2022-08-09,166
612,user1034,2022-08-10,154
613,user1034,2022-08-11,318
614,user1034,2022-08-12,36
615,user1034,2022-08-13,105
616,user1034,2022-08-14,272
617,user1034,2022-08-15,152
618,user1034,2022-08-16,219
619,user1034,2022-08-17,269
620,user1034,2022-08-18,158
621,user1034,2022-08-19,94
622,user1034,2022-08-20,85
623,user1034,2022-08-21,365
624,user1034,2022-08-22,145
625,user1034,2022-08-23,53
626,user1034,2022-08-24,254
627,user1034,2022-08-25,59
628,user1034,2022-08-26,115
629,user1034,2022-08-27,398
630,user1034,2022-08-28,125
631,user1034,2022-08-29,230
632,user1034,2022-08-30,26
633,user1034,2022-08-31,106
634,user1034,2022-09-01,53
635,user1034,2022-09-02,80
636,user1034,2022-09-03,78
637,user1034,2022-09-04,153
638,user1034,2022-09-05,110
639,user1034,2022-09-06,187
640,user1034,2022-09-07,110
641,user1034,2022-09-08,14
642,user1034,2022-09-09,33
643,user1034,2022-09-10,26
644,user1034,2022-09-11,18
645,user1034,2022-09-12,37
646,user1034,2022-09-13,3
647,user1034,2022-09-14,2
648,user1034,2022-09-15,17
649,user1034,2022-09-16,2
650,user1034,2022-09-18,2
651,user1034,2022-09-20,26
652,user1034,2022-09-21,51
653,user1034,2022-09-22,37
654,user1034,2022-09-23,1
655,user1034,2022-09-25,52
656,user1034,2022-09-26,2
657,user1034,2022-09-28,4
658,user1034,2022-09-29,106
659,user1034,2022-10-01,43
660,user1034,2022-10-02,5
661,user1034,2022-10-03,21
662,user1034,2022-10-07,1
663,user1034,2022-10-09,13
664,user1034,2022-10-10,10
665,user1034,2022-10-11,1
666,user1034,2022-10-12,2
667,user1034,2022-10-13,4
668,user1034,2022-10-14,3
669,user1034,2022-10-18,1
670,user1034,2022-10-19,1
671,user1034,2022-10-27,5
672,user1034,2022-10-28,14
673,user1034,2022-11-02,2
674,user1034,2022-11-03,5
675,user1034,2022-11-04,3
676,user1034,2022-11-07,23
677,user1034,2022-11-09,20
678,user1034,2022-11-10,1
679,user1034,2022-11-14,3
680,user1034,2022-11-18,3
681,user1034,2022-11-22,48
682,user1034,2022-11-24,38
683,user1034,2022-11-25,12
684,user1034,2022-11-26,30
685,user1034,2022-11-27,15
686,user1034,2022-11-29,9
687,user1034,2022-11-30,1
688,user1034,2022-12-01,1
689,user1034,2022-12-03,1
690,user1034,2022-12-18,9
691,user1034,2022-12-21,5
692,user1034,2023-01-30,13
693,user1034,2023-01-31,14
694,user1034,2023-02-03,1
695,user1036,2022-07-25,36
696,user1036,2022-07-26,70
697,user1036,2022-07-27,94
698,user1036,2022-07-28,16
699,user1036,2022-07-29,4
700,user1036,2022-07-30,19
701,user1036,2022-07-31,42
702,user1036,2022-08-01,36
703,user1036,2022-08-02,42
704,user1036,2022-08-03,7
705,user1036,2022-08-04,18
706,user1036,2022-08-05,43
707,user1036,2022-08-06,9
708,user1036,2022-08-07,6
709,user1036,2022-08-08,13
710,user1036,2022-08-09,2
711,user1036,2022-08-10,2
712,user1036,2022-08-12,37
713,user1036,2022-08-13,4
714,user1036,2022-08-14,25
715,user1036,2022-08-15,28
716,user1036,2022-08-16,58
717,user1036,2022-08-17,68
718,user1036,2022-08-18,72
719,user1036,2022-08-19,13
720,user1036,2022-08-20,20
721,user1036,2022-08-21,57
722,user1036,2022-08-22,5
723,user1036,2022-08-23,17
724,user1036,2022-08-24,32
725,user1036,2022-08-25,17
726,user1036,2022-08-26,38
727,user1036,2022-08-27,85
728,user1036,2022-08-28,6
729,user1036,2022-08-29,13
730,user1036,2022-08-30,1
731,user1036,2022-08-31,1
732,user1036,2022-09-01,18
733,user1036,2022-09-02,17
734,user1036,2022-09-03,69
735,user1036,2022-09-04,21
736,user1036,2022-09-05,20
737,user1036,2022-09-06,31
738,user1036,2022-09-07,22
739,user1036,2022-09-09,1
740,user1036,2022-09-10,11
741,user1036,2022-09-11,3
742,user1036,2022-09-12,1
743,user1036,2022-09-14,1
744,user1036,2022-09-20,18
745,user1036,2022-09-21,2
746,user1036,2022-09-22,10
747,user1036,2022-09-29,27
748,user1036,2022-10-01,3
749,user1036,2022-10-03,1
750,user1036,2022-10-27,10
751,user1036,2022-11-06,1
752,user1036,2022-11-07,2
753,user1036,2022-11-09,5
754,user1036,2022-11-22,3
755,user1036,2022-11-24,3
756,user1036,2022-11-25,2
757,user1036,2022-11-26,2
758,user1036,2022-11-27,1
759,user1036,2022-12-01,1
760,user1036,2022-12-18,3
761,user1037,2022-07-25,79
762,user1037,2022-07-26,97
763,user1037,2022-07-27,11
764,user1037,2022-07-31,26
765,user1037,2022-08-01,57
766,user1037,2022-08-02,27
767,user1037,2022-08-03,39
768,user1037,2022-08-04,9
769,user1037,2022-08-05,34
770,user1037,2022-08-06,27
771,user1037,2022-08-07,10
772,user1037,2022-08-08,30
773,user1037,2022-08-09,4
774,user1037,2022-08-12,3
775,user1037,2022-08-13,3
776,user1037,2022-08-14,27
777,user1037,2022-08-15,14
778,user1037,2022-08-16,39
779,user1037,2022-08-17,8
780,user1037,2022-09-29,4
781,user1037,2022-10-01,37
782,user1037,2022-10-02,2
783,user1037,2022-10-09,5
784,user1037,2022-10-13,2
785,user1037,2022-10-18,1
786,user1037,2022-10-28,2
787,user1037,2022-11-29,2
788,user1042,2022-07-26,2
789,user1042,2022-07-30,1
790,user1042,2022-07-31,1
791,user1042,2022-08-01,3
792,user1042,2022-08-05,1
793,user1042,2022-08-06,2
794,user1042,2022-08-15,1
795,user1042,2022-08-17,13
796,user1042,2022-08-18,18
797,user1042,2022-08-19,31
798,user1042,2022-08-20,41
799,user1042,2022-08-21,66
800,user1042,2022-08-22,6
801,user1042,2022-08-23,18
802,user1042,2022-08-24,38
803,user1042,2022-08-25,28
804,user1042,2022-08-26,12
805,user1042,2022-08-27,41
806,user1042,2022-08-28,11
807,user1042,2022-08-29,16
808,user1042,2022-08-31,30
809,user1042,2022-09-01,12
810,user1042,2022-09-02,1
811,user1042,2022-09-03,45
812,user1042,2022-09-04,24
813,user1042,2022-09-05,2
814,user1042,2022-09-07,38
815,user1042,2022-09-08,6
816,user1042,2022-09-09,35
817,user1042,2022-09-11,2
818,user1042,2022-09-12,4
819,user1042,2022-09-13,1
820,user1042,2022-09-17,2
821,user1042,2022-09-20,9
822,user1042,2022-09-25,28
823,user1042,2022-09-26,5
824,user1042,2022-09-28,1
825,user1042,2022-09-29,15
826,user1042,2022-10-18,1
827,user1051,2022-06-23,4
828,user1051,2022-06-24,2
829,user1051,2022-06-25,7
830,user1051,2022-07-30,235
831,user1051,2022-07-31,6
832,user1051,2022-08-01,262
833,user1051,2022-08-02,2
834,user1065,2017-12-14,5
835,user1065,2017-12-15,5
836,user1065,2017-12-16,3
837,user1065,2018-07-14,3
838,user1065,2018-07-15,24
839,user1065,2018-07-16,1
840,user1065,2018-07-17,1
841,user1065,2018-07-18,1
842,user1065,2018-12-22,5
843,user1065,2018-12-25,10
844,user1065,2018-12-28,2
845,user1065,2019-01-05,4
846,user1065,2019-01-07,1
847,user1065,2019-01-12,2
848,user1065,2019-01-13,3
849,user1065,2019-01-14,3
850,user1065,2019-01-17,2
851,user1065,2019-01-18,1
852,user1065,2019-01-19,2
853,user1065,2019-01-21,1
854,user1065,2019-04-09,3
855,user1065,2019-04-10,10
856,user1065,2019-04-11,5
857,user1065,2019-04-12,6
858,user1065,2019-04-13,4
859,user1065,2019-04-14,7
860,user1065,2019-04-15,10
861,user1065,2019-04-16,2
862,user1065,2019-04-17,5
863,user1065,2019-04-18,7
864,user1065,2019-04-20,40
865,user1065,2019-04-21,23
866,user1065,2019-04-22,30
867,user1065,2019-04-23,10
868,user1065,2019-04-24,6
869,user1065,2019-04-25,2
870,user1065,2019-04-26,55
871,user1065,2019-04-27,4
872,user1065,2019-04-28,26
873,user1065,2019-04-29,1
874,user1065,2019-04-30,7
875,user1065,2019-05-01,1
876,user1065,2019-05-02,10
877,user1065,2019-05-04,3
878,user1065,2019-05-11,13
879,user1065,2019-05-17,3
880,user1065,2019-05-18,1
881,user1065,2019-05-24,3
882,user1065,2019-05-26,15
883,user1065,2019-05-27,38
884,user1065,2019-05-28,9
885,user1065,2019-05-29,24
886,user1065,2019-06-02,4
887,user1065,2019-06-03,5
888,user1065,2019-06-07,3
889,user1065,2019-06-09,3
890,user1065,2019-06-10,7
891,user1065,2019-06-19,3
892,user1065,2019-06-24,3
893,user1065,2019-06-25,1
894,user1065,2019-07-01,1
895,user1065,2019-07-03,13
896,user1065,2019-09-27,22
897,user1065,2020-02-21,1
898,user1065,2020-07-16,2
899,user1065,2020-09-24,3
900,user1065,2020-11-19,5
901,user1094,2022-08-27,6
902,user1094,2022-08-29,3
903,user1094,2022-09-10,17
904,user1094,2022-09-14,1
905,user1094,2022-09-20,26
906,user1094,2022-09-25,1
907,user1094,2022-10-06,1
908,user1094,2022-10-09,2
909,user1094,2022-10-14,1
910,user1094,2022-11-22,4
911,user1094,2022-11-26,3
912,user1094,2022-11-27,9
913,user1094,2023-01-16,1
914,user1110,2017-04-21,33
915,user1110,2017-04-22,28
916,user1110,2017-04-23,42
917,user1110,2017-04-24,3
918,user1110,2017-04-26,4
919,user1110,2017-04-27,1
920,user1110,2017-05-02,8
921,user1110,2017-05-03,16
922,user1110,2017-05-04,9
923,user1110,2017-05-06,3
924,user1110,2017-05-25,1
925,user1110,2017-08-25,52
926,user1110,2017-08-26,26
927,user1110,2017-08-27,18
928,user1110,2017-08-28,17
929,user1110,2017-09-25,66
930,user1110,2017-09-26,59
