,User,Day,freq_day
160,user16015,2023-02-14,2
161,user16015,2023-02-15,1
162,user16015,2023-02-16,2
163,user16015,2023-02-21,4
164,user16015,2023-02-22,2
165,user16015,2023-02-23,2
166,user16015,2023-02-26,1
167,user16015,2023-03-02,1
168,user16015,2023-03-06,1
169,user16021,2023-01-12,4
170,user16021,2023-01-13,11
171,user16021,2023-01-15,8
172,user16021,2023-01-18,1
173,user16021,2023-01-19,7
174,user16021,2023-01-20,9
175,user16021,2023-01-29,14
176,user16021,2023-01-30,10
177,user16021,2023-01-31,2
178,user16021,2023-02-01,7
179,user16021,2023-02-08,1
180,user16021,2023-02-09,1
181,user16021,2023-02-14,1
182,user16021,2023-02-15,4
183,user16021,2023-02-16,3
184,user16021,2023-02-19,7
185,user16021,2023-02-23,1
186,user16021,2023-02-26,8
187,user16021,2023-02-27,1
188,user16021,2023-02-28,2
189,user16021,2023-03-01,1
190,user16025,2023-01-30,13
191,user16025,2023-01-31,21
192,user16025,2023-02-01,10
193,user16025,2023-02-02,8
194,user16025,2023-02-15,14
195,user16025,2023-02-16,11
196,user16028,2023-01-12,32
197,user16028,2023-01-13,56
198,user16028,2023-01-15,2
199,user16028,2023-01-17,22
200,user16028,2023-01-18,21
201,user16028,2023-01-30,21
202,user16028,2023-01-31,25
203,user16028,2023-02-01,28
204,user16028,2023-02-02,20
205,user16028,2023-02-08,14
206,user16028,2023-02-09,15
207,user16028,2023-02-14,22
208,user16028,2023-02-15,32
209,user16028,2023-02-16,14
210,user16028,2023-02-21,1
211,user16028,2023-02-22,41
212,user16028,2023-02-23,18
213,user16028,2023-02-26,19
214,user16028,2023-02-27,9
215,user16028,2023-02-28,17
216,user16028,2023-03-01,22
217,user16028,2023-03-02,5
218,user16028,2023-03-03,4
219,user16028,2023-03-06,1
220,user16028,2023-03-07,3
221,user16029,2023-01-12,2
222,user16029,2023-01-13,4
223,user16029,2023-01-17,9
224,user16029,2023-01-18,1
225,user16029,2023-01-30,2
226,user16029,2023-02-01,1
227,user16029,2023-02-14,1
228,user16029,2023-02-22,1
229,user16029,2023-02-26,3
230,user16029,2023-02-28,3
231,user16030,2023-01-12,4
232,user16030,2023-01-13,6
233,user16030,2023-01-17,5
234,user16030,2023-01-18,6
235,user16030,2023-01-30,2
236,user16030,2023-01-31,1
237,user16030,2023-02-01,1
238,user16030,2023-02-02,4
239,user16030,2023-02-08,3
240,user16030,2023-02-09,1
241,user16030,2023-02-15,6
242,user16030,2023-02-16,9
243,user16030,2023-02-22,5
244,user16030,2023-02-23,7
245,user16030,2023-02-26,6
246,user16030,2023-02-27,6
247,user16030,2023-02-28,4
248,user16030,2023-03-01,8
249,user16030,2023-03-02,5
250,user16030,2023-03-03,1
251,user16031,2023-01-12,6
252,user16031,2023-01-13,11
253,user16031,2023-01-17,2
254,user16031,2023-01-30,1
255,user16031,2023-01-31,10
256,user16031,2023-02-01,2
257,user16031,2023-02-02,2
258,user16031,2023-02-08,5
259,user16031,2023-02-14,2
260,user16031,2023-02-15,3
261,user16031,2023-02-16,6
262,user16031,2023-02-21,2
263,user16031,2023-02-22,3
264,user16031,2023-02-23,6
265,user16031,2023-02-26,3
266,user16031,2023-02-27,2
267,user16031,2023-02-28,1
268,user16031,2023-03-01,1
269,user16035,2023-01-13,5
270,user16035,2023-01-18,2
271,user16035,2023-01-30,1
272,user16035,2023-01-31,1
273,user16035,2023-02-01,3
274,user16035,2023-02-02,1
275,user16035,2023-02-08,6
276,user16035,2023-02-09,1
277,user16035,2023-02-14,2
278,user16035,2023-02-15,15
279,user16035,2023-02-16,4
280,user16035,2023-02-22,7
281,user16035,2023-02-23,12
282,user16035,2023-02-26,9
283,user16035,2023-02-27,3
284,user16035,2023-02-28,7
285,user16035,2023-03-01,1
286,user16035,2023-03-02,1
287,user16035,2023-03-03,1
288,user16036,2023-01-15,5
289,user16036,2023-01-17,1
290,user16036,2023-02-01,4
291,user16036,2023-02-02,2
292,user16036,2023-02-08,19
293,user16036,2023-02-14,15
294,user16036,2023-02-15,12
295,user16036,2023-02-22,6
296,user16036,2023-02-26,5
297,user16036,2023-02-28,12
298,user16036,2023-03-01,2
299,user16036,2023-03-02,8
300,user16036,2023-03-03,1
301,user16037,2023-01-17,1
302,user16037,2023-01-30,8
303,user16037,2023-01-31,17
304,user16037,2023-02-01,15
305,user16037,2023-02-02,9
306,user16037,2023-02-08,11
307,user16037,2023-02-09,7
308,user16037,2023-02-14,12
309,user16037,2023-02-15,20
310,user16037,2023-02-16,15
311,user16037,2023-02-20,1
312,user16037,2023-02-21,8
313,user16037,2023-02-22,12
314,user16037,2023-02-23,4
315,user16037,2023-02-26,3
316,user16037,2023-02-27,6
317,user16037,2023-02-28,5
318,user16037,2023-03-01,14
319,user16037,2023-03-02,25
320,user16037,2023-03-03,2
321,user16039,2023-01-13,48
322,user16039,2023-01-17,18
323,user16039,2023-01-18,20
324,user16039,2023-01-19,3
325,user16039,2023-02-01,14
326,user16039,2023-02-02,11
327,user16039,2023-02-08,1
328,user16039,2023-02-14,5
329,user16039,2023-02-15,2
330,user16039,2023-02-16,28
331,user16039,2023-02-22,1
332,user16039,2023-03-02,3
333,user16039,2023-03-03,7
334,user16043,2023-01-13,4
335,user16043,2023-01-31,1
336,user16043,2023-02-01,7
337,user16043,2023-02-02,1
338,user16043,2023-02-15,5
339,user16043,2023-02-16,5
340,user16043,2023-03-01,1
341,user16043,2023-03-02,2
342,user16046,2023-01-12,11
343,user16046,2023-01-13,16
344,user16046,2023-01-17,6
345,user16046,2023-01-18,16
346,user16046,2023-01-30,8
347,user16046,2023-01-31,5
348,user16046,2023-02-01,7
349,user16046,2023-02-02,5
350,user16047,2023-01-12,2
351,user16047,2023-01-13,9
352,user16047,2023-01-17,5
353,user16047,2023-01-18,9
354,user16047,2023-01-30,8
355,user16047,2023-01-31,25
356,user16047,2023-02-01,14
357,user16047,2023-02-02,14
358,user16047,2023-02-08,2
359,user16047,2023-02-09,10
360,user16047,2023-02-14,1
361,user16047,2023-02-15,13
362,user16047,2023-02-16,16
363,user16047,2023-02-22,19
364,user16047,2023-02-23,39
365,user16047,2023-02-26,11
366,user16047,2023-02-27,23
367,user16047,2023-02-28,4
368,user16047,2023-03-01,3
369,user16047,2023-03-02,8
370,user16047,2023-03-03,4
371,user16054,2023-01-12,1
372,user16054,2023-01-13,10
373,user16054,2023-01-17,2
374,user16054,2023-01-18,15
375,user16054,2023-01-30,2
376,user16054,2023-01-31,8
377,user16054,2023-02-01,8
378,user16054,2023-02-02,6
379,user16054,2023-02-08,5
380,user16054,2023-02-09,5
381,user16054,2023-02-15,22
382,user16054,2023-02-16,26
383,user16054,2023-02-22,4
384,user16054,2023-02-23,4
385,user16054,2023-02-26,5
386,user16054,2023-02-27,8
387,user16054,2023-02-28,7
388,user16054,2023-03-01,7
389,user16054,2023-03-02,15
390,user16054,2023-03-03,2
391,user16057,2023-01-12,1
392,user16057,2023-01-13,2
393,user16057,2023-01-17,1
394,user16057,2023-01-18,6
395,user16057,2023-01-30,4
396,user16057,2023-01-31,5
397,user16057,2023-02-01,5
398,user16057,2023-02-02,4
399,user16057,2023-02-09,4
400,user16057,2023-02-14,3
401,user16057,2023-02-15,20
402,user16057,2023-02-16,19
403,user16057,2023-02-21,4
404,user16057,2023-02-22,4
405,user16057,2023-02-23,9
406,user16057,2023-02-27,1
407,user16057,2023-02-28,22
408,user16057,2023-03-01,3
409,user16057,2023-03-02,8
410,user16057,2023-03-03,3
411,user16059,2023-01-13,9
412,user16059,2023-01-18,15
413,user16059,2023-02-01,1
414,user16059,2023-02-15,2
415,user16059,2023-02-16,30
416,user16059,2023-02-23,10
417,user16059,2023-02-26,3
418,user16059,2023-02-27,5
419,user16061,2023-01-30,8
420,user16061,2023-01-31,15
421,user16061,2023-02-01,13
422,user16061,2023-02-02,25
423,user16061,2023-02-08,2
424,user16061,2023-02-09,29
425,user16061,2023-02-15,3
426,user16061,2023-02-16,24
427,user16061,2023-02-22,6
428,user16061,2023-02-23,18
429,user16061,2023-02-28,4
430,user16061,2023-03-01,1
431,user16061,2023-03-02,7
432,user16062,2023-01-12,18
433,user16062,2023-01-13,17
434,user16062,2023-01-17,23
435,user16062,2023-01-18,10
436,user16062,2023-01-30,15
437,user16062,2023-01-31,9
438,user16062,2023-02-01,11
439,user16062,2023-02-02,10
440,user16062,2023-02-08,28
441,user16062,2023-02-09,8
442,user16062,2023-02-14,21
443,user16062,2023-02-15,31
444,user16062,2023-02-16,9
445,user16062,2023-02-22,1
446,user16062,2023-02-23,6
447,user16062,2023-02-28,35
448,user16062,2023-03-01,19
449,user16062,2023-03-02,19
450,user16065,2023-01-17,4
451,user16065,2023-01-18,1
452,user16065,2023-01-30,1
453,user16065,2023-01-31,3
454,user16065,2023-02-01,5
455,user16065,2023-02-02,4
456,user16065,2023-02-08,6
457,user16065,2023-02-09,3
458,user16065,2023-02-14,5
459,user16065,2023-02-16,1
460,user16065,2023-02-22,3
461,user16065,2023-02-23,6
462,user16065,2023-02-26,16
463,user16065,2023-02-27,16
464,user16065,2023-02-28,2
465,user16065,2023-03-01,18
466,user16065,2023-03-02,9
467,user16066,2023-01-30,1
468,user16066,2023-02-01,5
469,user16066,2023-02-08,1
470,user16066,2023-02-14,4
471,user16066,2023-02-15,6
472,user16066,2023-02-22,3
473,user16066,2023-02-26,3
474,user16066,2023-02-28,2
475,user16066,2023-03-01,1
476,user16066,2023-03-02,3
477,user16069,2023-01-13,9
478,user16069,2023-01-17,3
479,user16069,2023-01-18,11
480,user16069,2023-01-31,6
481,user16069,2023-02-01,1
482,user16069,2023-02-02,1
483,user16069,2023-02-08,2
484,user16069,2023-02-09,6
485,user16069,2023-02-15,1
486,user16069,2023-02-16,5
487,user16069,2023-02-22,6
488,user16069,2023-02-23,6
489,user16069,2023-02-27,2
490,user16069,2023-02-28,2
491,user16069,2023-03-01,9
492,user16069,2023-03-02,2
493,user16069,2023-03-03,3
494,user16071,2023-01-12,4
495,user16071,2023-02-01,2
496,user16071,2023-02-08,1
497,user16071,2023-02-26,6
498,user16071,2023-02-28,10
499,user16072,2023-01-12,23
500,user16072,2023-01-13,24
501,user16072,2023-01-17,25
502,user16072,2023-01-18,11
503,user16072,2023-01-19,1
504,user16072,2023-01-30,35
505,user16072,2023-02-01,18
506,user16072,2023-02-02,9
507,user16072,2023-02-08,18
508,user16072,2023-02-14,16
509,user16072,2023-02-19,3
510,user16072,2023-02-22,22
511,user16072,2023-02-23,1
512,user16072,2023-02-26,24
513,user16072,2023-02-27,1
514,user16072,2023-02-28,31
515,user16072,2023-03-01,43
516,user16072,2023-03-02,16
517,user16072,2023-03-03,1
518,user16076,2023-01-12,9
519,user16076,2023-01-13,21
520,user16076,2023-01-17,24
521,user16076,2023-01-30,2
522,user16076,2023-02-01,8
523,user16076,2023-02-02,3
524,user16076,2023-02-08,2
525,user16076,2023-02-09,7
526,user16076,2023-02-14,7
527,user16076,2023-02-15,5
528,user16076,2023-02-16,7
529,user16076,2023-02-23,9
530,user16076,2023-02-26,9
531,user16076,2023-02-27,8
532,user16076,2023-02-28,12
533,user16076,2023-03-01,1
534,user16076,2023-03-02,2
535,user16077,2023-01-12,28
536,user16077,2023-01-13,26
537,user16077,2023-01-17,29
538,user16077,2023-01-18,43
539,user16077,2023-01-19,2
540,user16077,2023-01-20,1
541,user16077,2023-01-30,33
542,user16077,2023-01-31,41
543,user16077,2023-02-01,16
544,user16077,2023-02-02,15
545,user16077,2023-02-08,35
546,user16077,2023-02-09,18
547,user16077,2023-02-14,22
548,user16077,2023-02-15,25
549,user16077,2023-02-16,18
550,user16077,2023-02-22,39
551,user16077,2023-02-23,30
552,user16077,2023-02-26,42
553,user16077,2023-02-27,28
554,user16077,2023-03-01,48
555,user16077,2023-03-02,26
556,user16077,2023-03-03,7
557,user16088,2023-01-12,3
558,user16088,2023-01-13,3
559,user16088,2023-01-17,7
560,user16088,2023-01-18,9
561,user16088,2023-01-30,5
562,user16088,2023-01-31,11
563,user16088,2023-02-01,6
564,user16088,2023-02-02,2
565,user16088,2023-02-08,2
566,user16088,2023-02-09,1
567,user16088,2023-02-14,5
568,user16088,2023-02-15,8
569,user16088,2023-02-16,2
570,user16088,2023-02-21,1
571,user16088,2023-02-22,10
572,user16088,2023-02-23,3
573,user16088,2023-02-26,7
574,user16088,2023-02-27,1
575,user16088,2023-02-28,2
576,user16088,2023-03-01,4
577,user16088,2023-03-02,5
578,user16088,2023-03-03,2
579,user16091,2023-01-12,2
580,user16091,2023-01-13,42
581,user16091,2023-01-15,9
582,user16091,2023-01-18,35
583,user16091,2023-01-30,16
584,user16091,2023-01-31,23
585,user16091,2023-02-01,9
586,user16091,2023-02-02,6
587,user16091,2023-02-08,18
588,user16091,2023-02-09,7
589,user16091,2023-02-14,14
590,user16091,2023-02-15,21
591,user16091,2023-02-16,11
592,user16091,2023-02-22,22
593,user16091,2023-02-23,54
594,user16091,2023-02-26,57
595,user16091,2023-02-27,7
596,user16091,2023-02-28,20
597,user16091,2023-03-01,45
598,user16091,2023-03-02,32
599,user16091,2023-03-03,9
600,user16091,2023-03-06,8
601,user16092,2023-01-13,2
602,user16092,2023-01-31,2
603,user16092,2023-02-01,2
604,user16092,2023-02-02,3
605,user16092,2023-02-15,3
606,user16092,2023-02-16,2
607,user16092,2023-02-23,2
608,user16092,2023-02-26,6
609,user16092,2023-02-27,2
610,user16092,2023-02-28,2
611,user16092,2023-03-01,1
612,user16092,2023-03-02,2
613,user16093,2023-01-12,57
614,user16093,2023-01-17,1
615,user16093,2023-01-30,4
616,user16093,2023-01-31,20
617,user16093,2023-02-01,8
618,user16093,2023-02-02,1
619,user16093,2023-02-09,10
620,user16093,2023-02-15,1
621,user16093,2023-02-22,1
622,user16093,2023-02-23,26
623,user16093,2023-02-26,1
624,user16093,2023-02-28,1
625,user16093,2023-03-02,2
626,user16100,2023-01-12,6
627,user16100,2023-01-13,20
628,user16100,2023-01-17,10
629,user16100,2023-01-18,8
630,user16100,2023-02-01,6
631,user16100,2023-02-02,9
632,user16100,2023-02-08,8
633,user16100,2023-02-09,3
634,user16100,2023-02-14,3
635,user16100,2023-02-15,9
636,user16100,2023-02-16,9
637,user16100,2023-02-23,9
638,user16100,2023-02-26,1
639,user16100,2023-02-28,12
640,user16100,2023-03-01,26
641,user16101,2023-01-13,1
642,user16101,2023-01-18,54
643,user16101,2023-01-30,2
644,user16101,2023-01-31,1
645,user16101,2023-02-01,4
646,user16101,2023-02-09,1
647,user16101,2023-02-15,6
648,user16101,2023-02-26,3
649,user16101,2023-02-27,2
650,user16101,2023-02-28,1
651,user16101,2023-03-01,5
652,user16101,2023-03-03,2
653,user16105,2023-01-12,6
654,user16105,2023-01-13,34
655,user16105,2023-01-17,4
656,user16105,2023-01-18,12
657,user16105,2023-01-30,4
658,user16105,2023-01-31,10
659,user16105,2023-02-01,5
660,user16105,2023-02-08,12
661,user16105,2023-02-14,8
662,user16105,2023-02-15,14
663,user16105,2023-02-16,4
664,user16105,2023-02-22,16
665,user16105,2023-02-23,16
666,user16105,2023-02-26,6
667,user16105,2023-02-27,4
668,user16105,2023-02-28,2
669,user16105,2023-03-01,4
670,user16105,2023-03-02,5
671,user16109,2023-01-31,12
672,user16109,2023-02-01,19
673,user16109,2023-02-02,10
674,user16109,2023-02-08,24
675,user16109,2023-02-09,26
676,user16109,2023-02-15,17
677,user16109,2023-02-16,22
678,user16109,2023-02-20,60
679,user16109,2023-02-22,6
680,user16109,2023-02-23,12
681,user16109,2023-02-28,10
682,user16109,2023-03-01,5
683,user16109,2023-03-02,13
684,user16109,2023-03-03,5
685,user16109,2023-03-06,1
686,user16115,2023-01-12,2
687,user16115,2023-01-17,1
688,user16115,2023-01-30,2
689,user16115,2023-01-31,1
690,user16115,2023-02-01,2
691,user16115,2023-02-02,1
692,user16115,2023-02-09,1
693,user16115,2023-02-14,1
694,user16115,2023-02-15,4
695,user16115,2023-02-22,1
696,user16115,2023-02-23,3
697,user16115,2023-02-26,1
698,user16115,2023-02-28,3
699,user16115,2023-03-01,2
700,user16115,2023-03-02,2
701,user16115,2023-03-03,1
702,user16119,2023-02-01,22
703,user16119,2023-02-02,26
704,user16119,2023-02-09,6
705,user16119,2023-02-14,5
706,user16119,2023-02-15,8
707,user16119,2023-02-16,15
708,user16119,2023-02-23,12
709,user16119,2023-02-27,1
710,user16120,2023-01-12,1
711,user16120,2023-01-13,6
712,user16120,2023-01-17,2
713,user16120,2023-01-18,1
714,user16120,2023-02-01,17
715,user16120,2023-02-02,7
716,user16120,2023-02-09,3
717,user16120,2023-02-15,52
718,user16120,2023-02-16,12
719,user16120,2023-02-22,2
720,user16120,2023-02-26,20
721,user16120,2023-02-27,1
722,user16120,2023-03-02,3
723,user16122,2023-01-12,1
724,user16122,2023-01-15,1
725,user16122,2023-01-18,2
726,user16122,2023-01-19,2
727,user16122,2023-01-20,2
728,user16122,2023-02-01,4
729,user16122,2023-02-02,2
730,user16122,2023-02-08,1
731,user16122,2023-02-09,2
732,user16122,2023-02-15,5
733,user16122,2023-02-22,19
734,user16122,2023-02-23,7
735,user16122,2023-02-26,28
736,user16122,2023-02-27,24
737,user16122,2023-02-28,22
738,user16122,2023-03-01,34
739,user16122,2023-03-02,45
740,user16122,2023-03-03,13
741,user16123,2023-01-12,1
742,user16123,2023-01-15,1
743,user16123,2023-01-17,1
744,user16123,2023-01-29,11
745,user16123,2023-01-30,10
746,user16123,2023-02-01,4
747,user16123,2023-02-08,4
748,user16123,2023-02-14,3
749,user16123,2023-02-15,16
750,user16123,2023-02-19,37
751,user16123,2023-02-22,15
752,user16123,2023-02-26,18
753,user16123,2023-02-27,6
754,user16123,2023-02-28,6
755,user16123,2023-03-01,3
756,user16123,2023-03-02,4
757,user16123,2023-03-06,1
758,user16124,2023-01-30,3
759,user16124,2023-01-31,10
760,user16124,2023-02-01,12
761,user16124,2023-02-02,3
762,user16124,2023-02-08,5
763,user16124,2023-02-09,5
764,user16124,2023-02-14,5
765,user16124,2023-02-15,1
766,user16124,2023-02-16,7
767,user16124,2023-02-22,2
768,user16124,2023-02-23,3
769,user16124,2023-02-26,3
770,user16124,2023-02-27,4
771,user16124,2023-02-28,7
772,user16124,2023-03-01,8
773,user16124,2023-03-02,5
774,user16124,2023-03-03,6
775,user16130,2023-01-15,17
776,user16130,2023-01-19,33
777,user16130,2023-01-29,21
778,user16130,2023-01-30,14
779,user16130,2023-02-01,2
780,user16130,2023-02-23,1
781,user16131,2023-01-17,18
782,user16131,2023-01-18,5
783,user16131,2023-01-30,14
784,user16131,2023-01-31,2
785,user16131,2023-02-01,7
786,user16131,2023-02-02,3
787,user16131,2023-02-14,8
788,user16131,2023-02-15,13
789,user16131,2023-02-16,7
790,user16131,2023-02-26,12
791,user16134,2023-02-01,2
792,user16134,2023-02-08,6
793,user16134,2023-02-14,2
794,user16134,2023-02-22,3
795,user16134,2023-02-28,15
796,user16136,2022-11-02,1
797,user16136,2023-01-12,12
798,user16136,2023-01-13,20
799,user16136,2023-01-17,3
800,user16136,2023-01-18,9
801,user16136,2023-01-30,3
802,user16136,2023-01-31,9
803,user16136,2023-02-01,7
804,user16136,2023-02-02,2
805,user16136,2023-02-08,6
806,user16136,2023-02-09,8
807,user16136,2023-02-14,10
808,user16136,2023-02-15,7
809,user16136,2023-02-16,5
810,user16136,2023-02-22,5
811,user16136,2023-02-23,8
812,user16136,2023-02-26,8
813,user16136,2023-02-27,2
814,user16136,2023-02-28,14
815,user16136,2023-03-01,4
816,user16136,2023-03-02,7
817,user16136,2023-03-03,1
818,user16139,2023-01-12,8
819,user16139,2023-01-13,22
820,user16139,2023-01-17,2
821,user16139,2023-01-18,1
822,user16139,2023-01-30,8
823,user16139,2023-01-31,14
824,user16139,2023-02-01,16
825,user16139,2023-02-08,1
826,user16139,2023-02-09,4
827,user16139,2023-02-14,1
828,user16139,2023-02-15,8
829,user16139,2023-02-16,13
830,user16139,2023-02-22,4
831,user16139,2023-02-23,13
832,user16139,2023-02-28,4
833,user16139,2023-03-01,13
834,user16139,2023-03-02,15
835,user16139,2023-03-03,3
836,user16140,2022-11-02,2
837,user16140,2023-01-18,2
838,user16140,2023-02-01,5
839,user16140,2023-02-09,1
840,user16140,2023-02-15,1
841,user16140,2023-02-16,2
842,user16140,2023-02-23,2
843,user16140,2023-02-26,4
844,user16140,2023-02-27,2
845,user16140,2023-02-28,5
846,user16140,2023-03-01,1
847,user16141,2023-01-12,2
848,user16141,2023-01-13,18
849,user16141,2023-01-18,14
850,user16141,2023-01-30,2
851,user16141,2023-01-31,27
852,user16141,2023-02-01,7
853,user16141,2023-02-02,9
854,user16141,2023-02-09,1
855,user16141,2023-02-15,4
856,user16141,2023-02-16,4
857,user16141,2023-02-28,1
858,user16141,2023-03-01,12
859,user16142,2023-01-17,3
860,user16142,2023-01-19,1
861,user16142,2023-01-29,1
862,user16142,2023-01-30,1
863,user16142,2023-02-01,4
864,user16142,2023-02-02,1
865,user16142,2023-02-08,2
866,user16142,2023-02-09,1
867,user16142,2023-02-14,4
868,user16142,2023-02-15,3
869,user16142,2023-02-16,1
870,user16142,2023-02-22,1
871,user16142,2023-02-26,1
872,user16142,2023-03-01,1
873,user16142,2023-03-02,2
874,user16148,2023-01-30,7
875,user16148,2023-01-31,9
876,user16148,2023-02-01,4
877,user16148,2023-02-02,1
878,user16148,2023-02-15,2
879,user16148,2023-02-16,1
880,user16148,2023-02-28,1
881,user16148,2023-03-01,1
882,user16148,2023-03-02,1
883,user16160,2022-11-02,5
884,user16160,2023-01-12,2
885,user16160,2023-01-15,28
886,user16160,2023-01-17,19
887,user16160,2023-01-18,4
888,user16160,2023-01-19,58
889,user16160,2023-01-29,9
890,user16160,2023-01-30,23
891,user16160,2023-01-31,10
892,user16160,2023-02-01,18
893,user16160,2023-02-02,10
894,user16160,2023-02-08,2
895,user16160,2023-02-19,16
896,user16160,2023-02-21,1
897,user16160,2023-02-22,4
898,user16160,2023-02-26,3
899,user16160,2023-03-01,5
900,user16160,2023-03-02,4
901,user16164,2023-01-12,2
902,user16164,2023-01-13,2
903,user16164,2023-01-18,11
904,user16164,2023-01-30,2
905,user16164,2023-02-01,3
906,user16164,2023-02-02,2
907,user16164,2023-02-09,4
908,user16164,2023-02-26,1
909,user16169,2023-01-17,4
910,user16169,2023-01-30,1
911,user16169,2023-01-31,1
912,user16169,2023-02-01,5
913,user16169,2023-02-02,1
914,user16169,2023-02-26,8
915,user16169,2023-02-27,3
916,user16169,2023-02-28,1
917,user16169,2023-03-01,1
918,user16171,2022-11-02,11
919,user16171,2023-01-30,9
920,user16171,2023-02-01,9
921,user16172,2023-01-13,8
922,user16172,2023-01-17,17
923,user16172,2023-01-18,2
924,user16172,2023-01-30,17
925,user16172,2023-01-31,5
926,user16172,2023-02-01,17
927,user16172,2023-02-08,1
928,user16172,2023-02-14,1
929,user16172,2023-02-15,1
930,user16172,2023-02-16,6
