,User,Month,freq_month
130,user16122,2023-01,8
131,user16122,2023-02,114
132,user16122,2023-03,92
133,user16123,2023-01,24
134,user16123,2023-02,109
135,user16123,2023-03,8
136,user16124,2023-01,13
137,user16124,2023-02,57
138,user16124,2023-03,19
139,user16130,2023-01,85
140,user16130,2023-02,3
141,user16131,2023-01,39
142,user16131,2023-02,50
143,user16134,2023-02,28
144,user16136,2022-11,1
145,user16136,2023-01,56
146,user16136,2023-02,82
147,user16136,2023-03,12
148,user16139,2023-01,55
149,user16139,2023-02,64
150,user16139,2023-03,31
151,user16140,2022-11,2
152,user16140,2023-01,2
153,user16140,2023-02,22
154,user16140,2023-03,1
155,user16141,2023-01,63
156,user16141,2023-02,26
157,user16141,2023-03,12
158,user16142,2023-01,6
159,user16142,2023-02,18
160,user16142,2023-03,3
161,user16148,2023-01,16
162,user16148,2023-02,9
163,user16148,2023-03,2
164,user16160,2022-11,5
165,user16160,2023-01,153
166,user16160,2023-02,54
167,user16160,2023-03,9
168,user16164,2023-01,17
169,user16164,2023-02,10
170,user16169,2023-01,6
171,user16169,2023-02,18
172,user16169,2023-03,1
173,user16171,2022-11,11
174,user16171,2023-01,9
175,user16171,2023-02,9
176,user16172,2023-01,49
177,user16172,2023-02,41
178,user16172,2023-03,6
179,user16173,2022-11,16
180,user16173,2023-01,108
181,user16173,2023-02,68
182,user16173,2023-03,5
183,user16176,2023-01,42
184,user16176,2023-02,22
185,user16176,2023-03,2
186,user16181,2023-01,83
187,user16181,2023-02,33
188,user16181,2023-03,40
189,user16184,2023-01,4
190,user16184,2023-02,69
191,user16184,2023-03,59
192,user16188,2023-01,59
193,user16188,2023-02,77
194,user16188,2023-03,8
195,user16190,2023-01,3
196,user16190,2023-02,19
197,user16190,2023-03,6
198,user16194,2023-01,10
199,user16194,2023-02,7
200,user16194,2023-03,7
201,user16195,2023-01,42
202,user16195,2023-02,36
203,user16195,2023-03,3
204,user16201,2023-01,3
205,user16201,2023-02,23
206,user16203,2023-01,9
207,user16203,2023-02,10
208,user16203,2023-03,6
209,user16204,2023-01,6
210,user16204,2023-02,17
211,user16208,2023-01,19
212,user16208,2023-02,42
213,user16208,2023-03,7
214,user16209,2023-01,133
215,user16209,2023-02,82
216,user16209,2023-03,17
217,user16212,2023-01,6
218,user16212,2023-02,16
219,user16212,2023-03,3
220,user16215,2023-01,19
221,user16215,2023-02,106
222,user16215,2023-03,35
223,user16216,2023-01,57
224,user16216,2023-02,97
225,user16216,2023-03,9
226,user16218,2023-01,22
227,user16218,2023-02,114
228,user16218,2023-03,49
229,user16219,2023-01,28
230,user16219,2023-02,40
231,user16220,2023-01,10
232,user16220,2023-02,12
233,user16220,2023-03,3
234,user16222,2023-01,31
235,user16222,2023-02,109
236,user16222,2023-03,13
237,user16226,2023-01,33
238,user16226,2023-02,51
239,user16233,2022-11,5
240,user16233,2023-01,5
241,user16233,2023-02,14
242,user16233,2023-03,1
243,user16238,2023-01,71
244,user16238,2023-02,10
245,user16239,2023-01,1
246,user16239,2023-02,75
247,user16239,2023-03,3
248,user16244,2023-01,3
249,user16244,2023-02,81
250,user16244,2023-03,11
251,user16248,2023-01,49
252,user16248,2023-02,247
253,user16248,2023-03,14
254,user16249,2023-01,67
255,user16249,2023-02,40
256,user16249,2023-03,12
257,user16250,2022-11,1
258,user16250,2023-01,44
259,user16250,2023-02,18
260,user16250,2023-03,4
261,user16255,2023-01,1
262,user16255,2023-02,28
263,user16264,2023-01,80
264,user16264,2023-02,79
265,user16264,2023-03,4
266,user16266,2023-01,20
267,user16266,2023-02,82
268,user16266,2023-03,12
269,user16267,2023-01,7
270,user16267,2023-02,110
271,user16267,2023-03,5
272,user16268,2023-01,51
273,user16268,2023-02,89
274,user16268,2023-03,23
275,user16270,2023-01,32
276,user16270,2023-02,38
277,user16270,2023-03,10
278,user16272,2023-01,4
279,user16272,2023-02,136
280,user16272,2023-03,9
281,user16282,2023-02,126
282,user16282,2023-03,23
283,user16283,2023-01,46
284,user16283,2023-02,64
285,user16283,2023-03,27
286,user16287,2023-01,91
287,user16287,2023-02,37
288,user16287,2023-03,8
289,user16290,2023-01,23
290,user16290,2023-02,60
291,user16293,2023-01,9
292,user16293,2023-02,19
293,user16293,2023-03,1
294,user16305,2023-01,49
295,user16305,2023-02,15
296,user16305,2023-03,1
297,user16314,2023-01,386
298,user16314,2023-02,178
299,user16314,2023-03,38
300,user16318,2023-01,4
301,user16318,2023-02,18
302,user16318,2023-03,5
303,user16325,2023-01,12
304,user16325,2023-02,17
305,user16326,2023-01,183
306,user16326,2023-02,205
307,user16326,2023-03,85
308,user16327,2023-01,35
309,user16327,2023-02,86
310,user16327,2023-03,26
311,user16329,2023-01,7
312,user16329,2023-02,16
313,user16329,2023-03,5
314,user16332,2023-01,7
315,user16332,2023-02,17
316,user16332,2023-03,5
317,user16335,2023-01,16
318,user16335,2023-02,190
319,user16335,2023-03,64
320,user16336,2023-01,52
321,user16336,2023-02,19
322,user16336,2023-03,3
323,user16345,2023-01,21
324,user16345,2023-02,46
325,user16350,2022-11,5
326,user16350,2023-01,19
327,user16350,2023-02,47
328,user16350,2023-03,10
329,user16354,2022-11,1
330,user16354,2023-01,8
331,user16354,2023-02,46
332,user16354,2023-03,22
333,user16368,2023-01,3
334,user16368,2023-02,21
335,user16368,2023-03,4
336,user16374,2023-01,29
337,user16374,2023-02,86
338,user16374,2023-03,24
339,user16390,2023-01,3
340,user16390,2023-02,18
341,user16390,2023-03,2
342,user16391,2023-01,86
343,user16391,2023-02,22
344,user16391,2023-03,8
345,user16393,2023-01,47
346,user16393,2023-02,47
347,user16393,2023-03,5
348,user16412,2023-01,2
349,user16412,2023-02,22
350,user16412,2023-03,2
351,user16415,2022-11,20
352,user16415,2023-01,1
353,user16415,2023-02,5
354,user16416,2023-01,19
355,user16416,2023-02,232
356,user16416,2023-03,63
357,user16419,2023-01,25
358,user16419,2023-02,34
359,user16419,2023-03,9
360,user16421,2023-02,27
361,user16421,2023-03,2
362,user16424,2023-01,210
363,user16424,2023-02,122
364,user16424,2023-03,3
365,user16425,2023-01,5
366,user16425,2023-02,99
367,user16425,2023-03,25
368,user16436,2023-01,1
369,user16436,2023-02,14
370,user16436,2023-03,11
371,user16442,2023-01,1
372,user16442,2023-02,24
373,user16442,2023-03,2
374,user16448,2022-11,1
375,user16448,2023-01,32
376,user16448,2023-02,83
377,user16448,2023-03,50
378,user16450,2023-01,6
379,user16450,2023-02,22
380,user16460,2023-01,12
381,user16460,2023-02,11
382,user16460,2023-03,4
383,user16462,2023-01,3
384,user16462,2023-02,18
385,user16462,2023-03,2
386,user16467,2023-01,3
387,user16467,2023-02,18
388,user16467,2023-03,2
389,user16473,2023-01,49
390,user16473,2023-02,36
391,user16473,2023-03,12
392,user16476,2023-01,15
393,user16476,2023-02,68
394,user16476,2023-03,12
395,user16478,2023-01,5
396,user16478,2023-02,21
397,user16478,2023-03,3
398,user16479,2023-01,16
399,user16479,2023-02,47
400,user16479,2023-03,4
401,user16484,2023-01,70
402,user16484,2023-02,234
403,user16484,2023-03,45
404,user16488,2023-01,1
405,user16488,2023-02,320
406,user16488,2023-03,12
407,user16491,2023-01,32
408,user16491,2023-02,55
409,user16491,2023-03,20
410,user16492,2023-01,49
411,user16492,2023-02,33
412,user16492,2023-03,15
413,user16499,2023-01,19
414,user16499,2023-02,4
415,user16504,2023-01,35
416,user16504,2023-02,63
417,user16513,2023-01,36
418,user16513,2023-02,219
419,user16513,2023-03,54
420,user16515,2022-11,30
421,user16515,2023-01,77
422,user16515,2023-02,12
423,user16515,2023-03,1
424,user16521,2023-01,12
425,user16521,2023-02,13
426,user16532,2023-01,15
427,user16532,2023-02,10
428,user16535,2023-01,39
429,user16535,2023-02,32
430,user16535,2023-03,2
431,user16545,2023-01,17
432,user16545,2023-02,72
433,user16545,2023-03,14
434,user16547,2023-02,29
435,user16549,2023-01,51
436,user16549,2023-02,22
437,user16549,2023-03,11
438,user16554,2023-01,13
439,user16554,2023-02,11
440,user16554,2023-03,1
441,user16555,2023-01,6
442,user16555,2023-02,18
443,user16561,2023-01,25
444,user16561,2023-02,36
445,user16561,2023-03,5
446,user16563,2023-01,9
447,user16563,2023-02,45
448,user16563,2023-03,23
449,user16564,2023-01,8
450,user16564,2023-02,15
451,user16582,2023-01,94
452,user16582,2023-02,77
453,user16582,2023-03,20
454,user16587,2023-01,4
455,user16587,2023-02,21
456,user16587,2023-03,3
457,user16589,2023-01,4
458,user16589,2023-02,18
459,user16589,2023-03,3
460,user16591,2023-01,39
461,user16591,2023-02,39
462,user16591,2023-03,26
463,user16601,2023-02,26
464,user16603,2023-01,6
465,user16603,2023-02,15
466,user16603,2023-03,4
467,user16620,2023-01,41
468,user16620,2023-02,61
469,user16620,2023-03,47
470,user16632,2023-01,190
471,user16632,2023-02,100
472,user16632,2023-03,31
473,user16647,2023-01,8
474,user16647,2023-02,5
475,user16647,2023-03,11
476,user16655,2023-01,51
477,user16655,2023-02,21
478,user16655,2023-03,12
479,user16657,2023-01,58
480,user16657,2023-02,64
481,user16657,2023-03,18
482,user16671,2023-01,56
483,user16671,2023-02,38
484,user16671,2023-03,22
485,user16672,2023-01,75
486,user16672,2023-02,96
487,user16672,2023-03,34
488,user16674,2023-01,10
489,user16674,2023-02,48
490,user16674,2023-03,18
491,user16676,2023-01,57
492,user16676,2023-02,76
493,user16676,2023-03,10
494,user16685,2023-01,58
495,user16685,2023-02,66
496,user16685,2023-03,17
497,user16689,2023-01,1
498,user16689,2023-02,19
499,user16689,2023-03,5
500,user16702,2023-01,10
501,user16702,2023-02,6
502,user16702,2023-03,8
503,user16704,2023-01,61
504,user16704,2023-02,34
505,user16704,2023-03,13
506,user16707,2023-01,40
507,user16707,2023-02,55
508,user16707,2023-03,1
509,user16713,2023-01,36
510,user16713,2023-02,100
511,user16713,2023-03,15
512,user16715,2023-01,26
513,user16715,2023-02,62
514,user16715,2023-03,8
515,user16716,2023-01,3
516,user16716,2023-02,18
517,user16716,2023-03,7
518,user16723,2023-01,12
519,user16723,2023-02,11
520,user16739,2023-01,38
521,user16739,2023-02,46
522,user16739,2023-03,17
523,user16745,2023-01,33
524,user16745,2023-02,51
525,user16745,2023-03,12
526,user16748,2023-01,2
527,user16748,2023-02,60
528,user16748,2023-03,3
529,user16751,2023-01,19
530,user16751,2023-02,36
531,user16751,2023-03,12
532,user16767,2023-01,4
533,user16767,2023-02,18
534,user16767,2023-03,2
535,user16769,2023-01,14
536,user16769,2023-02,64
537,user16801,2023-01,11
538,user16801,2023-02,12
539,user16804,2022-11,10
540,user16804,2023-01,6
541,user16804,2023-02,13
542,user16808,2023-01,41
543,user16808,2023-02,53
544,user16808,2023-03,10
545,user16823,2023-01,12
546,user16823,2023-02,61
547,user16823,2023-03,5
548,user16824,2023-01,4
549,user16824,2023-02,16
550,user16824,2023-03,6
551,user16826,2023-01,7
552,user16826,2023-02,19
553,user16826,2023-03,2
554,user16835,2023-01,7
555,user16835,2023-02,15
556,user16835,2023-03,1
557,user16851,2023-01,1
558,user16851,2023-02,13
559,user16851,2023-03,10
560,user16854,2022-11,5
561,user16854,2023-01,12
562,user16854,2023-02,11
563,user16855,2023-01,66
564,user16855,2023-02,118
565,user16855,2023-03,31
566,user16864,2023-01,20
567,user16864,2023-02,6
568,user16864,2023-03,2
569,user16866,2023-01,318
570,user16866,2023-02,23
571,user16876,2023-01,15
572,user16876,2023-02,5
573,user16876,2023-03,4
574,user16882,2023-01,23
575,user16882,2023-02,64
576,user16882,2023-03,14
577,user16911,2023-01,2
578,user16911,2023-02,13
579,user16911,2023-03,9
580,user16922,2023-01,54
581,user16922,2023-02,104
582,user16922,2023-03,23
583,user16926,2023-01,3
584,user16926,2023-02,21
585,user16926,2023-03,2
586,user16946,2023-01,13
587,user16946,2023-02,13
588,user16946,2023-03,1
589,user16954,2023-01,6
590,user16954,2023-02,16
591,user16954,2023-03,3
592,user16960,2023-01,41
593,user16960,2023-02,64
594,user16960,2023-03,6
595,user16964,2023-01,4
596,user16964,2023-02,16
597,user16964,2023-03,5
598,user16970,2023-01,10
599,user16970,2023-02,13
600,user16970,2023-03,5
601,user16976,2023-01,25
602,user16976,2023-02,86
603,user16976,2023-03,32
604,user17020,2023-01,2
605,user17020,2023-02,15
606,user17020,2023-03,6
607,user17023,2023-01,105
608,user17023,2023-02,83
609,user17023,2023-03,6
610,user17024,2023-01,1
611,user17024,2023-02,23
612,user17024,2023-03,1
613,user17041,2023-02,29
614,user17041,2023-03,12
615,user17048,2023-01,4
616,user17048,2023-02,18
617,user17048,2023-03,1
618,user17059,2023-01,31
619,user17059,2023-02,44
620,user17059,2023-03,3
621,user17065,2022-11,5
622,user17065,2023-01,3
623,user17065,2023-02,15
624,user17071,2023-01,9
625,user17071,2023-02,14
626,user17071,2023-03,6
627,user17091,2022-11,2
628,user17091,2023-01,13
629,user17091,2023-02,11
630,user17091,2023-03,2
631,user17101,2023-01,2
632,user17101,2023-02,80
633,user17101,2023-03,10
634,user17108,2023-01,50
635,user17108,2023-02,31
636,user17108,2023-03,2
637,user17115,2023-01,20
638,user17115,2023-02,7
639,user17115,2023-03,1
640,user17116,2023-01,10
641,user17116,2023-02,17
642,user17116,2023-03,2
643,user17127,2023-01,51
644,user17127,2023-02,56
645,user17127,2023-03,14
646,user17137,2023-01,23
647,user17137,2023-02,58
648,user17138,2023-01,43
649,user17138,2023-02,30
650,user17138,2023-03,5
651,user17151,2023-01,1
652,user17151,2023-02,28
653,user17162,2023-01,8
654,user17162,2023-02,54
655,user17162,2023-03,17
656,user17174,2022-11,2
657,user17174,2023-01,48
658,user17174,2023-02,43
659,user17174,2023-03,4
660,user17179,2023-01,13
661,user17179,2023-02,12
662,user17181,2023-01,4
663,user17181,2023-02,23
664,user17181,2023-03,2
665,user17191,2023-01,12
666,user17191,2023-02,11
667,user17192,2023-01,16
668,user17192,2023-02,13
669,user17195,2023-01,111
670,user17195,2023-02,7
671,user17200,2023-01,74
672,user17200,2023-02,4
673,user17200,2023-03,1
674,user17212,2023-01,41
675,user17212,2023-02,30
676,user17212,2023-03,19
677,user17232,2023-01,110
678,user17232,2023-02,83
679,user17232,2023-03,21
680,user17248,2023-01,24
681,user17248,2023-02,3
682,user17252,2023-01,19
683,user17252,2023-02,74
684,user17252,2023-03,39
685,user17254,2023-01,12
686,user17254,2023-02,58
687,user17254,2023-03,10
688,user17256,2023-01,47
689,user17256,2023-02,36
690,user17264,2023-01,83
691,user17264,2023-02,28
692,user17264,2023-03,9
693,user17265,2023-01,12
694,user17265,2023-02,54
695,user17265,2023-03,21
696,user17267,2023-01,6
697,user17267,2023-02,13
698,user17267,2023-03,5
699,user17294,2023-01,19
700,user17294,2023-02,94
701,user17294,2023-03,9
702,user17297,2023-01,23
703,user17297,2023-02,68
704,user17297,2023-03,18
705,user17302,2022-11,1
706,user17302,2023-01,29
707,user17302,2023-02,56
708,user17302,2023-03,2
709,user17312,2023-01,14
710,user17312,2023-02,10
711,user17312,2023-03,1
712,user17316,2023-01,56
713,user17316,2023-02,18
714,user17326,2023-01,27
715,user17326,2023-02,53
716,user17326,2023-03,12
717,user17329,2023-01,25
718,user17329,2023-02,3
719,user17329,2023-03,1
720,user17336,2023-01,7
721,user17336,2023-02,18
722,user17336,2023-03,1
723,user17342,2023-01,48
724,user17342,2023-02,60
725,user17342,2023-03,12
726,user17347,2023-02,25
727,user17347,2023-03,3
728,user17367,2023-01,40
729,user17367,2023-02,34
730,user17367,2023-03,14
731,user17369,2023-01,1
732,user17369,2023-02,17
733,user17369,2023-03,11
734,user17370,2023-01,11
735,user17370,2023-02,14
736,user17370,2023-03,2
737,user17390,2023-01,70
738,user17390,2023-02,9
739,user17390,2023-03,1
740,user17401,2023-01,10
741,user17401,2023-02,105
742,user17419,2022-11,13
743,user17419,2023-01,17
744,user17419,2023-02,132
745,user17419,2023-03,64
746,user17437,2023-01,4
747,user17437,2023-02,32
748,user17437,2023-03,43
749,user17440,2023-01,22
750,user17440,2023-02,34
751,user17440,2023-03,11
752,user17450,2023-01,7
753,user17450,2023-02,11
754,user17450,2023-03,5
755,user17476,2023-01,7
756,user17476,2023-02,21
757,user17479,2023-01,22
758,user17479,2023-02,68
759,user17479,2023-03,6
760,user17488,2023-01,38
761,user17488,2023-02,92
762,user17488,2023-03,8
763,user17489,2023-01,37
764,user17489,2023-02,109
765,user17489,2023-03,24
766,user17490,2023-01,7
767,user17490,2023-02,16
768,user17490,2023-03,3
769,user17509,2022-11,1
770,user17509,2023-01,18
771,user17509,2023-02,50
772,user17509,2023-03,11
773,user17542,2023-01,27
774,user17542,2023-02,43
775,user17542,2023-03,9
776,user17544,2022-11,1
777,user17544,2023-01,3
778,user17544,2023-02,158
779,user17544,2023-03,20
780,user17545,2023-01,62
781,user17545,2023-02,33
782,user17551,2023-01,124
783,user17551,2023-02,21
784,user17551,2023-03,4
785,user17558,2022-11,59
786,user17558,2023-01,103
787,user17558,2023-02,7
788,user17558,2023-03,4
789,user17560,2023-01,142
790,user17560,2023-02,17
791,user17597,2022-11,1
792,user17597,2023-01,19
793,user17597,2023-02,40
794,user17597,2023-03,18
795,user17606,2023-01,6
796,user17606,2023-02,17
797,user17606,2023-03,2
798,user17609,2023-01,3
799,user17609,2023-02,12
800,user17609,2023-03,8
801,user17617,2023-01,19
802,user17617,2023-02,61
803,user17617,2023-03,7
804,user17622,2023-01,4
805,user17622,2023-02,12
806,user17622,2023-03,9
807,user17644,2023-01,52
808,user17644,2023-02,27
809,user17644,2023-03,38
810,user17647,2023-01,16
811,user17647,2023-02,5
812,user17647,2023-03,6
813,user17648,2023-01,12
814,user17648,2023-02,12
815,user17648,2023-03,1
816,user17654,2023-01,72
817,user17654,2023-02,13
818,user17654,2023-03,3
819,user17678,2023-01,16
820,user17678,2023-02,7
821,user17678,2023-03,2
822,user17701,2022-11,44
823,user17701,2023-01,88
824,user17701,2023-02,98
825,user17701,2023-03,22
826,user17704,2023-01,95
827,user17704,2023-02,3
828,user17704,2023-03,1
829,user17708,2023-01,59
830,user17708,2023-02,22
831,user17712,2023-01,35
832,user17712,2023-02,36
833,user17712,2023-03,6
834,user17722,2023-01,65
835,user17722,2023-02,18
836,user17722,2023-03,4
837,user17734,2023-01,5
838,user17734,2023-02,100
839,user17734,2023-03,42
840,user17751,2023-01,14
841,user17751,2023-02,54
842,user17751,2023-03,13
843,user17757,2023-01,12
844,user17757,2023-02,11
845,user17759,2023-01,15
846,user17759,2023-02,9
847,user17762,2023-01,56
848,user17762,2023-02,19
849,user17773,2023-01,11
850,user17773,2023-02,10
851,user17773,2023-03,2
852,user17785,2023-01,11
853,user17785,2023-02,16
854,user17788,2023-01,6
855,user17788,2023-02,13
856,user17788,2023-03,9
857,user17789,2023-01,72
858,user17789,2023-02,49
859,user17789,2023-03,12
860,user17800,2022-11,1
861,user17800,2023-01,2
862,user17800,2023-02,14
863,user17800,2023-03,8
864,user17806,2023-01,9
865,user17806,2023-02,15
866,user17806,2023-03,2
867,user17812,2023-01,4
868,user17812,2023-02,18
869,user17812,2023-03,4
870,user17845,2022-11,29
871,user17845,2023-01,119
872,user17845,2023-02,53
873,user17845,2023-03,3
874,user17853,2023-01,3
875,user17853,2023-02,21
876,user17853,2023-03,4
877,user17865,2023-01,9
878,user17865,2023-02,8
879,user17865,2023-03,6
880,user17880,2023-01,4
881,user17880,2023-02,63
882,user17880,2023-03,11
883,user17907,2022-11,1
884,user17907,2023-01,18
885,user17907,2023-02,9
886,user17929,2023-01,20
887,user17929,2023-02,3
888,user17932,2022-11,1
889,user17932,2023-01,14
890,user17932,2023-02,10
891,user17932,2023-03,1
892,user17933,2023-01,34
893,user17933,2023-02,30
894,user17933,2023-03,2
895,user17941,2023-01,44
896,user17941,2023-02,123
897,user17941,2023-03,10
898,user17943,2023-01,7
899,user17943,2023-02,13
900,user17943,2023-03,4
901,user17948,2023-01,29
902,user17948,2023-02,80
903,user17948,2023-03,12
904,user17954,2023-01,49
905,user17954,2023-02,22
906,user17954,2023-03,5
907,user17963,2022-11,4
908,user17963,2023-01,15
909,user17963,2023-02,7
910,user17967,2022-11,9
911,user17967,2023-01,132
912,user17967,2023-02,46
913,user17967,2023-03,17
914,user17975,2022-11,2
915,user17975,2023-01,10
916,user17975,2023-02,16
917,user17978,2023-01,25
918,user17985,2023-01,62
919,user17985,2023-02,78
920,user17985,2023-03,57
921,user17995,2022-11,60
922,user17995,2023-01,29
923,user18003,2023-01,10
924,user18003,2023-02,16
925,user18003,2023-03,2
926,user18018,2023-01,18
927,user18018,2023-02,9
928,user18018,2023-03,1
929,user18026,2023-01,99
930,user18026,2023-02,247
931,user18026,2023-03,51
932,user18040,2023-01,18
933,user18040,2023-02,6
934,user18040,2023-03,4
935,user18053,2023-01,9
936,user18053,2023-02,19
937,user18068,2023-01,34
938,user18068,2023-02,42
939,user18091,2023-01,6
940,user18091,2023-02,11
941,user18091,2023-03,6
942,user18097,2023-01,9
943,user18097,2023-02,14
944,user18097,2023-03,2
945,user18104,2023-01,37
946,user18104,2023-02,61
947,user18104,2023-03,15
948,user18116,2023-01,70
949,user18131,2023-01,1
950,user18131,2023-02,20
951,user18131,2023-03,3
952,user18139,2023-01,2
953,user18139,2023-02,14
954,user18139,2023-03,8
955,user18142,2023-01,6
956,user18142,2023-02,16
957,user18142,2023-03,3
958,user18148,2023-01,24
959,user18173,2023-01,3
960,user18173,2023-02,15
961,user18173,2023-03,11
962,user18186,2022-11,76
963,user18186,2023-01,12
964,user18186,2023-02,14
965,user18186,2023-03,3
966,user18191,2023-01,23
967,user18191,2023-02,4
968,user18191,2023-03,1
969,user18194,2023-01,12
970,user18194,2023-02,119
971,user18194,2023-03,21
972,user18273,2023-01,14
973,user18273,2023-02,12
974,user18280,2023-01,181
975,user18280,2023-02,94
976,user18280,2023-03,64
977,user18291,2023-01,12
978,user18291,2023-02,11
979,user18291,2023-03,2
980,user18297,2023-01,24
981,user18308,2023-01,24
982,user18308,2023-02,6
983,user18308,2023-03,2
984,user18332,2023-01,11
985,user18332,2023-02,4
986,user18332,2023-03,13
987,user18335,2023-01,75
988,user18335,2023-02,4
989,user18335,2023-03,1
990,user18338,2023-01,11
991,user18338,2023-02,16
992,user18338,2023-03,2
993,user18344,2023-01,1
994,user18344,2023-02,58
995,user18344,2023-03,11
996,user18377,2023-01,10
997,user18377,2023-02,99
998,user18377,2023-03,24
999,user18390,2023-01,19
1000,user18390,2023-02,9
1001,user18429,2023-01,1
1002,user18429,2023-02,26
1003,user18437,2023-01,3
1004,user18437,2023-02,20
1005,user18437,2023-03,2
1006,user18449,2023-01,4
1007,user18449,2023-02,22
1008,user18449,2023-03,2
1009,user18451,2023-01,15
1010,user18451,2023-02,10
1011,user18491,2023-01,9
1012,user18491,2023-02,10
1013,user18491,2023-03,6
1014,user18495,2023-01,25
1015,user18499,2023-01,44
1016,user18499,2023-02,25
1017,user18499,2023-03,5
1018,user18548,2023-01,14
1019,user18548,2023-02,14
1020,user18548,2023-03,1
1021,user18556,2022-11,17
1022,user18556,2023-01,8
1023,user18556,2023-02,2
1024,user18562,2023-01,5
1025,user18562,2023-02,19
1026,user18570,2023-01,26
1027,user18570,2023-02,55
1028,user18570,2023-03,19
1029,user18571,2023-01,9
1030,user18571,2023-02,14
1031,user18571,2023-03,1
1032,user18630,2023-01,17
1033,user18630,2023-02,6
1034,user18638,2023-01,4
1035,user18638,2023-02,123
1036,user18638,2023-03,49
1037,user18639,2023-01,14
1038,user18639,2023-02,12
1039,user18642,2022-11,23
1040,user18642,2023-01,167
1041,user18671,2023-01,101
1042,user18671,2023-02,51
1043,user18672,2023-01,7
1044,user18672,2023-02,22
1045,user18683,2023-01,2
1046,user18683,2023-02,27
1047,user18687,2023-01,16
1048,user18687,2023-02,8
1049,user18687,2023-03,1
1050,user18688,2022-11,7
1051,user18688,2023-01,10
1052,user18688,2023-02,5
1053,user18688,2023-03,1
1054,user18689,2023-01,26
1055,user18693,2023-01,436
1056,user18693,2023-02,115
1057,user18695,2023-01,84
1058,user18695,2023-02,10
1059,user18701,2023-01,260
1060,user18701,2023-02,50
1061,user18702,2022-11,57
1062,user18702,2023-01,194
1063,user18703,2023-01,29
1064,user18708,2022-11,17
1065,user18708,2023-01,223
1066,user18708,2023-02,121
1067,user18708,2023-03,3
1068,user18709,2023-01,334
